,time,N,TD,CH,MREG,AC
4608,46.08000,11.08962,4.10346,15.53444,5.41237,1.77282
4609,46.09000,11.09007,4.10343,15.53549,5.41263,1.77291
4610,46.10000,11.09051,4.10340,15.53654,5.41290,1.77301
4611,46.11000,11.09096,4.10337,15.53759,5.41316,1.77310
4612,46.12000,11.09140,4.10334,15.53864,5.41342,1.77319
4613,46.13000,11.09185,4.10331,15.53969,5.41369,1.77329
4614,46.14000,11.09229,4.10328,15.54074,5.41395,1.77338
4615,46.15000,11.09274,4.10325,15.54178,5.41422,1.77348
4616,46.16000,11.09318,4.10321,15.54283,5.41448,1.77357
4617,46.17000,11.09363,4.10318,15.54388,5.41475,1.77366
4618,46.18000,11.09407,4.10315,15.54493,5.41501,1.77376
4619,46.19000,11.09451,4.10312,15.54597,5.41527,1.77385
4620,46.20000,11.09496,4.10309,15.54702,5.41554,1.77394
4621,46.21000,11.09540,4.10306,15.54807,5.41580,1.77404
4622,46.22000,11.09584,4.10303,15.54911,5.41607,1.77413
4623,46.23000,11.09628,4.10300,15.55016,5.41633,1.77423
4624,46.24000,11.09673,4.10297,15.55120,5.41659,1.77432
4625,46.25000,11.09717,4.10294,15.55225,5.41686,1.77441
4626,46.26000,11.09761,4.10291,15.55329,5.41712,1.77451
4627,46.27000,11.09805,4.10288,15.55433,5.41738,1.77460
4628,46.28000,11.09849,4.10285,15.55538,5.41765,1.77469
4629,46.29000,11.09893,4.10282,15.55642,5.41791,1.77479
4630,46.30000,11.09937,4.10279,15.55746,5.41817,1.77488
4631,46.31000,11.09981,4.10276,15.55850,5.41844,1.77497
4632,46.32000,11.10025,4.10272,15.55955,5.41870,1.77507
4633,46.33000,11.10069,4.10269,15.56059,5.41896,1.77516
4634,46.34000,11.10113,4.10266,15.56163,5.41922,1.77525
4635,46.35000,11.10157,4.10263,15.56267,5.41949,1.77535
4636,46.36000,11.10201,4.10260,15.56371,5.41975,1.77544
4637,46.37000,11.10245,4.10257,15.56475,5.42001,1.77553
4638,46.38000,11.10289,4.10254,15.56579,5.42027,1.77563
4639,46.39000,11.10333,4.10251,15.56683,5.42054,1.77572
4640,46.40000,11.10377,4.10248,15.56786,5.42080,1.77581
4641,46.41000,11.10421,4.10244,15.56890,5.42106,1.77591
4642,46.42000,11.10465,4.10241,15.56994,5.42132,1.77600
4643,46.43000,11.10508,4.10238,15.57098,5.42159,1.77609
4644,46.44000,11.10552,4.10235,15.57201,5.42185,1.77619
4645,46.45000,11.10596,4.10232,15.57305,5.42211,1.77628
4646,46.46000,11.10640,4.10229,15.57409,5.42237,1.77637
4647,46.47000,11.10683,4.10226,15.57512,5.42263,1.77647
4648,46.48000,11.10727,4.10223,15.57616,5.42289,1.77656
4649,46.49000,11.10770,4.10219,15.57719,5.42315,1.77665
4650,46.50000,11.10814,4.10216,15.57823,5.42342,1.77675
4651,46.51000,11.10858,4.10213,15.57926,5.42368,1.77684
4652,46.52000,11.10901,4.10210,15.58030,5.42394,1.77693
4653,46.53000,11.10945,4.10207,15.58133,5.42420,1.77703
4654,46.54000,11.10988,4.10204,15.58236,5.42446,1.77712
4655,46.55000,11.11032,4.10201,15.58340,5.42472,1.77721
4656,46.56000,11.11075,4.10197,15.58443,5.42498,1.77731
4657,46.57000,11.11119,4.10194,15.58546,5.42524,1.77740
4658,46.58000,11.11162,4.10191,15.58649,5.42550,1.77749
4659,46.59000,11.11206,4.10188,15.58752,5.42576,1.77759
4660,46.60000,11.11249,4.10185,15.58855,5.42603,1.77768
4661,46.61000,11.11292,4.10181,15.58958,5.42629,1.77777
4662,46.62000,11.11336,4.10178,15.59061,5.42655,1.77786
4663,46.63000,11.11379,4.10175,15.59164,5.42681,1.77796
4664,46.64000,11.11422,4.10172,15.59267,5.42707,1.77805
4665,46.65000,11.11466,4.10169,15.59370,5.42733,1.77814
4666,46.66000,11.11509,4.10166,15.59473,5.42759,1.77824
4667,46.67000,11.11552,4.10162,15.59576,5.42785,1.77833
4668,46.68000,11.11595,4.10159,15.59679,5.42811,1.77842
4669,46.69000,11.11638,4.10156,15.59781,5.42837,1.77851
4670,46.70000,11.11682,4.10153,15.59884,5.42863,1.77861
4671,46.71000,11.11725,4.10150,15.59987,5.42888,1.77870
4672,46.72000,11.11768,4.10146,15.60089,5.42914,1.77879
4673,46.73000,11.11811,4.10143,15.60192,5.42940,1.77889
4674,46.74000,11.11854,4.10140,15.60294,5.42966,1.77898
4675,46.75000,11.11897,4.10137,15.60397,5.42992,1.77907
4676,46.76000,11.11940,4.10134,15.60499,5.43018,1.77916
4677,46.77000,11.11983,4.10130,15.60602,5.43044,1.77926
4678,46.78000,11.12026,4.10127,15.60704,5.43070,1.77935
4679,46.79000,11.12069,4.10124,15.60806,5.43096,1.77944
4680,46.80000,11.12112,4.10121,15.60909,5.43122,1.77953
4681,46.81000,11.12155,4.10117,15.61011,5.43147,1.77963
4682,46.82000,11.12198,4.10114,15.61113,5.43173,1.77972
4683,46.83000,11.12241,4.10111,15.61215,5.43199,1.77981
4684,46.84000,11.12283,4.10108,15.61318,5.43225,1.77990
4685,46.85000,11.12326,4.10104,15.61420,5.43251,1.78000
4686,46.86000,11.12369,4.10101,15.61522,5.43277,1.78009
4687,46.87000,11.12412,4.10098,15.61624,5.43302,1.78018
4688,46.88000,11.12455,4.10095,15.61726,5.43328,1.78027
4689,46.89000,11.12497,4.10091,15.61828,5.43354,1.78037
4690,46.90000,11.12540,4.10088,15.61930,5.43380,1.78046
4691,46.91000,11.12583,4.10085,15.62032,5.43406,1.78055
4692,46.92000,11.12625,4.10082,15.62133,5.43431,1.78064
4693,46.93000,11.12668,4.10078,15.62235,5.43457,1.78074
4694,46.94000,11.12711,4.10075,15.62337,5.43483,1.78083
4695,46.95000,11.12753,4.10072,15.62439,5.43509,1.78092
4696,46.96000,11.12796,4.10069,15.62540,5.43534,1.78101
4697,46.97000,11.12838,4.10065,15.62642,5.43560,1.78111
4698,46.98000,11.12881,4.10062,15.62744,5.43586,1.78120
4699,46.99000,11.12923,4.10059,15.62845,5.43612,1.78129
4700,47.00000,11.12966,4.10055,15.62947,5.43637,1.78138
4701,47.01000,11.13008,4.10052,15.63048,5.43663,1.78147
4702,47.02000,11.13051,4.10049,15.63150,5.43689,1.78157
4703,47.03000,11.13093,4.10046,15.63251,5.43714,1.78166
4704,47.04000,11.13135,4.10042,15.63352,5.43740,1.78175
4705,47.05000,11.13178,4.10039,15.63454,5.43766,1.78184
4706,47.06000,11.13220,4.10036,15.63555,5.43791,1.78194
4707,47.07000,11.13262,4.10032,15.63656,5.43817,1.78203
4708,47.08000,11.13305,4.10029,15.63758,5.43842,1.78212
4709,47.09000,11.13347,4.10026,15.63859,5.43868,1.78221
4710,47.10000,11.13389,4.10023,15.63960,5.43894,1.78230
4711,47.11000,11.13431,4.10019,15.64061,5.43919,1.78240
4712,47.12000,11.13474,4.10016,15.64162,5.43945,1.78249
4713,47.13000,11.13516,4.10013,15.64263,5.43970,1.78258
4714,47.14000,11.13558,4.10009,15.64364,5.43996,1.78267
4715,47.15000,11.13600,4.10006,15.64465,5.44022,1.78276
4716,47.16000,11.13642,4.10003,15.64566,5.44047,1.78286
4717,47.17000,11.13684,4.09999,15.64667,5.44073,1.78295
4718,47.18000,11.13726,4.09996,15.64768,5.44098,1.78304
4719,47.19000,11.13768,4.09993,15.64868,5.44124,1.78313
4720,47.20000,11.13810,4.09989,15.64969,5.44149,1.78322
4721,47.21000,11.13852,4.09986,15.65070,5.44175,1.78331
4722,47.22000,11.13894,4.09983,15.65171,5.44200,1.78341
4723,47.23000,11.13936,4.09979,15.65271,5.44226,1.78350
4724,47.24000,11.13978,4.09976,15.65372,5.44251,1.78359
4725,47.25000,11.14020,4.09973,15.65472,5.44277,1.78368
4726,47.26000,11.14062,4.09969,15.65573,5.44302,1.78377
4727,47.27000,11.14104,4.09966,15.65673,5.44328,1.78387
4728,47.28000,11.14146,4.09963,15.65774,5.44353,1.78396
4729,47.29000,11.14187,4.09959,15.65874,5.44379,1.78405
4730,47.30000,11.14229,4.09956,15.65975,5.44404,1.78414
4731,47.31000,11.14271,4.09953,15.66075,5.44429,1.78423
4732,47.32000,11.14313,4.09949,15.66175,5.44455,1.78432
4733,47.33000,11.14354,4.09946,15.66276,5.44480,1.78442
4734,47.34000,11.14396,4.09942,15.66376,5.44506,1.78451
4735,47.35000,11.14438,4.09939,15.66476,5.44531,1.78460
4736,47.36000,11.14479,4.09936,15.66576,5.44556,1.78469
4737,47.37000,11.14521,4.09932,15.66676,5.44582,1.78478
4738,47.38000,11.14563,4.09929,15.66776,5.44607,1.78487
4739,47.39000,11.14604,4.09926,15.66876,5.44632,1.78496
4740,47.40000,11.14646,4.09922,15.66976,5.44658,1.78506
4741,47.41000,11.14687,4.09919,15.67076,5.44683,1.78515
4742,47.42000,11.14729,4.09915,15.67176,5.44708,1.78524
4743,47.43000,11.14770,4.09912,15.67276,5.44734,1.78533
4744,47.44000,11.14812,4.09909,15.67376,5.44759,1.78542
4745,47.45000,11.14853,4.09905,15.67476,5.44784,1.78551
4746,47.46000,11.14895,4.09902,15.67575,5.44810,1.78560
4747,47.47000,11.14936,4.09898,15.67675,5.44835,1.78569
4748,47.48000,11.14978,4.09895,15.67775,5.44860,1.78579
4749,47.49000,11.15019,4.09892,15.67874,5.44885,1.78588
4750,47.50000,11.15060,4.09888,15.67974,5.44911,1.78597
4751,47.51000,11.15102,4.09885,15.68074,5.44936,1.78606
4752,47.52000,11.15143,4.09881,15.68173,5.44961,1.78615
4753,47.53000,11.15184,4.09878,15.68273,5.44986,1.78624
4754,47.54000,11.15225,4.09875,15.68372,5.45011,1.78633
4755,47.55000,11.15267,4.09871,15.68472,5.45037,1.78642
4756,47.56000,11.15308,4.09868,15.68571,5.45062,1.78652
4757,47.57000,11.15349,4.09864,15.68670,5.45087,1.78661
4758,47.58000,11.15390,4.09861,15.68770,5.45112,1.78670
4759,47.59000,11.15431,4.09858,15.68869,5.45137,1.78679
4760,47.60000,11.15472,4.09854,15.68968,5.45162,1.78688
4761,47.61000,11.15514,4.09851,15.69067,5.45188,1.78697
4762,47.62000,11.15555,4.09847,15.69166,5.45213,1.78706
4763,47.63000,11.15596,4.09844,15.69265,5.45238,1.78715
4764,47.64000,11.15637,4.09840,15.69365,5.45263,1.78724
4765,47.65000,11.15678,4.09837,15.69464,5.45288,1.78733
4766,47.66000,11.15719,4.09834,15.69563,5.45313,1.78742
4767,47.67000,11.15760,4.09830,15.69661,5.45338,1.78752
4768,47.68000,11.15801,4.09827,15.69760,5.45363,1.78761
4769,47.69000,11.15841,4.09823,15.69859,5.45388,1.78770
4770,47.70000,11.15882,4.09820,15.69958,5.45413,1.78779
4771,47.71000,11.15923,4.09816,15.70057,5.45439,1.78788
4772,47.72000,11.15964,4.09813,15.70156,5.45464,1.78797
4773,47.73000,11.16005,4.09809,15.70254,5.45489,1.78806
4774,47.74000,11.16046,4.09806,15.70353,5.45514,1.78815
4775,47.75000,11.16086,4.09802,15.70452,5.45539,1.78824
4776,47.76000,11.16127,4.09799,15.70550,5.45564,1.78833
4777,47.77000,11.16168,4.09796,15.70649,5.45589,1.78842
4778,47.78000,11.16209,4.09792,15.70747,5.45614,1.78851
4779,47.79000,11.16249,4.09789,15.70846,5.45639,1.78860
4780,47.80000,11.16290,4.09785,15.70944,5.45664,1.78869
4781,47.81000,11.16331,4.09782,15.71043,5.45689,1.78879
4782,47.82000,11.16371,4.09778,15.71141,5.45713,1.78888
4783,47.83000,11.16412,4.09775,15.71240,5.45738,1.78897
4784,47.84000,11.16452,4.09771,15.71338,5.45763,1.78906
4785,47.85000,11.16493,4.09768,15.71436,5.45788,1.78915
4786,47.86000,11.16534,4.09764,15.71534,5.45813,1.78924
4787,47.87000,11.16574,4.09761,15.71633,5.45838,1.78933
4788,47.88000,11.16615,4.09757,15.71731,5.45863,1.78942
4789,47.89000,11.16655,4.09754,15.71829,5.45888,1.78951
4790,47.90000,11.16696,4.09750,15.71927,5.45913,1.78960
4791,47.91000,11.16736,4.09747,15.72025,5.45938,1.78969
4792,47.92000,11.16776,4.09743,15.72123,5.45962,1.78978
4793,47.93000,11.16817,4.09740,15.72221,5.45987,1.78987
4794,47.94000,11.16857,4.09736,15.72319,5.46012,1.78996
4795,47.95000,11.16897,4.09733,15.72417,5.46037,1.79005
4796,47.96000,11.16938,4.09729,15.72515,5.46062,1.79014
4797,47.97000,11.16978,4.09726,15.72612,5.46087,1.79023
4798,47.98000,11.17018,4.09722,15.72710,5.46111,1.79032
4799,47.99000,11.17059,4.09719,15.72808,5.46136,1.79041
4800,48.00000,11.17099,4.09715,15.72906,5.46161,1.79050
4801,48.01000,11.17139,4.09712,15.73003,5.46186,1.79059
4802,48.02000,11.17179,4.09708,15.73101,5.46211,1.79068
4803,48.03000,11.17219,4.09705,15.73198,5.46235,1.79077
4804,48.04000,11.17259,4.09701,15.73296,5.46260,1.79086
4805,48.05000,11.17300,4.09698,15.73393,5.46285,1.79095
4806,48.06000,11.17340,4.09694,15.73491,5.46309,1.79104
4807,48.07000,11.17380,4.09691,15.73588,5.46334,1.79113
4808,48.08000,11.17420,4.09687,15.73686,5.46359,1.79122
4809,48.09000,11.17460,4.09684,15.73783,5.46384,1.79131
4810,48.10000,11.17500,4.09680,15.73880,5.46408,1.79140
4811,48.11000,11.17540,4.09677,15.73978,5.46433,1.79149
4812,48.12000,11.17580,4.09673,15.74075,5.46458,1.79158
4813,48.13000,11.17620,4.09670,15.74172,5.46482,1.79167
4814,48.14000,11.17660,4.09666,15.74269,5.46507,1.79176
4815,48.15000,11.17699,4.09663,15.74366,5.46532,1.79185
4816,48.16000,11.17739,4.09659,15.74464,5.46556,1.79194
4817,48.17000,11.17779,4.09655,15.74561,5.46581,1.79203
4818,48.18000,11.17819,4.09652,15.74658,5.46605,1.79212
4819,48.19000,11.17859,4.09648,15.74755,5.46630,1.79221
4820,48.20000,11.17899,4.09645,15.74852,5.46655,1.79230
4821,48.21000,11.17938,4.09641,15.74948,5.46679,1.79239
4822,48.22000,11.17978,4.09638,15.75045,5.46704,1.79248
4823,48.23000,11.18018,4.09634,15.75142,5.46728,1.79257
4824,48.24000,11.18058,4.09631,15.75239,5.46753,1.79266
4825,48.25000,11.18097,4.09627,15.75336,5.46777,1.79275
4826,48.26000,11.18137,4.09624,15.75432,5.46802,1.79284
4827,48.27000,11.18177,4.09620,15.75529,5.46827,1.79293
4828,48.28000,11.18216,4.09616,15.75626,5.46851,1.79302
4829,48.29000,11.18256,4.09613,15.75722,5.46876,1.79310
4830,48.30000,11.18295,4.09609,15.75819,5.46900,1.79319
4831,48.31000,11.18335,4.09606,15.75915,5.46925,1.79328
4832,48.32000,11.18374,4.09602,15.76012,5.46949,1.79337
4833,48.33000,11.18414,4.09599,15.76108,5.46974,1.79346
4834,48.34000,11.18453,4.09595,15.76205,5.46998,1.79355
4835,48.35000,11.18493,4.09591,15.76301,5.47022,1.79364
4836,48.36000,11.18532,4.09588,15.76397,5.47047,1.79373
4837,48.37000,11.18572,4.09584,15.76494,5.47071,1.79382
4838,48.38000,11.18611,4.09581,15.76590,5.47096,1.79391
4839,48.39000,11.18650,4.09577,15.76686,5.47120,1.79400
4840,48.40000,11.18690,4.09574,15.76782,5.47145,1.79409
4841,48.41000,11.18729,4.09570,15.76878,5.47169,1.79418
4842,48.42000,11.18768,4.09566,15.76975,5.47193,1.79427
4843,48.43000,11.18808,4.09563,15.77071,5.47218,1.79435
4844,48.44000,11.18847,4.09559,15.77167,5.47242,1.79444
4845,48.45000,11.18886,4.09556,15.77263,5.47266,1.79453
4846,48.46000,11.18925,4.09552,15.77359,5.47291,1.79462
4847,48.47000,11.18965,4.09548,15.77455,5.47315,1.79471
4848,48.48000,11.19004,4.09545,15.77550,5.47339,1.79480
4849,48.49000,11.19043,4.09541,15.77646,5.47364,1.79489
4850,48.50000,11.19082,4.09538,15.77742,5.47388,1.79498
4851,48.51000,11.19121,4.09534,15.77838,5.47412,1.79507
4852,48.52000,11.19160,4.09531,15.77934,5.47437,1.79516
4853,48.53000,11.19199,4.09527,15.78029,5.47461,1.79524
4854,48.54000,11.19238,4.09523,15.78125,5.47485,1.79533
4855,48.55000,11.19277,4.09520,15.78220,5.47509,1.79542
4856,48.56000,11.19316,4.09516,15.78316,5.47534,1.79551
4857,48.57000,11.19355,4.09512,15.78412,5.47558,1.79560
4858,48.58000,11.19394,4.09509,15.78507,5.47582,1.79569
4859,48.59000,11.19433,4.09505,15.78603,5.47606,1.79578
4860,48.60000,11.19472,4.09502,15.78698,5.47631,1.79587
4861,48.61000,11.19511,4.09498,15.78793,5.47655,1.79595
4862,48.62000,11.19550,4.09494,15.78889,5.47679,1.79604
4863,48.63000,11.19589,4.09491,15.78984,5.47703,1.79613
4864,48.64000,11.19628,4.09487,15.79079,5.47727,1.79622
4865,48.65000,11.19666,4.09484,15.79175,5.47752,1.79631
4866,48.66000,11.19705,4.09480,15.79270,5.47776,1.79640
4867,48.67000,11.19744,4.09476,15.79365,5.47800,1.79649
4868,48.68000,11.19783,4.09473,15.79460,5.47824,1.79658
4869,48.69000,11.19821,4.09469,15.79555,5.47848,1.79666
4870,48.70000,11.19860,4.09465,15.79650,5.47872,1.79675
4871,48.71000,11.19899,4.09462,15.79745,5.47896,1.79684
4872,48.72000,11.19938,4.09458,15.79840,5.47921,1.79693
4873,48.73000,11.19976,4.09455,15.79935,5.47945,1.79702
4874,48.74000,11.20015,4.09451,15.80030,5.47969,1.79711
4875,48.75000,11.20053,4.09447,15.80125,5.47993,1.79719
4876,48.76000,11.20092,4.09444,15.80220,5.48017,1.79728
4877,48.77000,11.20130,4.09440,15.80314,5.48041,1.79737
4878,48.78000,11.20169,4.09436,15.80409,5.48065,1.79746
4879,48.79000,11.20208,4.09433,15.80504,5.48089,1.79755
4880,48.80000,11.20246,4.09429,15.80599,5.48113,1.79764
4881,48.81000,11.20284,4.09425,15.80693,5.48137,1.79772
4882,48.82000,11.20323,4.09422,15.80788,5.48161,1.79781
4883,48.83000,11.20361,4.09418,15.80882,5.48185,1.79790
4884,48.84000,11.20400,4.09415,15.80977,5.48209,1.79799
4885,48.85000,11.20438,4.09411,15.81071,5.48233,1.79808
4886,48.86000,11.20476,4.09407,15.81166,5.48257,1.79816
4887,48.87000,11.20515,4.09404,15.81260,5.48281,1.79825
4888,48.88000,11.20553,4.09400,15.81355,5.48305,1.79834
4889,48.89000,11.20591,4.09396,15.81449,5.48329,1.79843
4890,48.90000,11.20630,4.09393,15.81543,5.48353,1.79852
4891,48.91000,11.20668,4.09389,15.81638,5.48377,1.79860
4892,48.92000,11.20706,4.09385,15.81732,5.48401,1.79869
4893,48.93000,11.20744,4.09382,15.81826,5.48424,1.79878
4894,48.94000,11.20783,4.09378,15.81920,5.48448,1.79887
4895,48.95000,11.20821,4.09374,15.82014,5.48472,1.79896
4896,48.96000,11.20859,4.09371,15.82108,5.48496,1.79904
4897,48.97000,11.20897,4.09367,15.82202,5.48520,1.79913
4898,48.98000,11.20935,4.09363,15.82296,5.48544,1.79922
4899,48.99000,11.20973,4.09360,15.82390,5.48568,1.79931
4900,49.00000,11.21011,4.09356,15.82484,5.48591,1.79940
4901,49.01000,11.21049,4.09352,15.82578,5.48615,1.79948
4902,49.02000,11.21087,4.09349,15.82672,5.48639,1.79957
4903,49.03000,11.21125,4.09345,15.82766,5.48663,1.79966
4904,49.04000,11.21163,4.09341,15.82860,5.48687,1.79975
4905,49.05000,11.21201,4.09338,15.82953,5.48710,1.79983
4906,49.06000,11.21239,4.09334,15.83047,5.48734,1.79992
4907,49.07000,11.21277,4.09330,15.83141,5.48758,1.80001
4908,49.08000,11.21315,4.09327,15.83234,5.48782,1.80010
4909,49.09000,11.21353,4.09323,15.83328,5.48806,1.80018
4910,49.10000,11.21391,4.09319,15.83421,5.48829,1.80027
4911,49.11000,11.21429,4.09316,15.83515,5.48853,1.80036
4912,49.12000,11.21466,4.09312,15.83608,5.48877,1.80045
4913,49.13000,11.21504,4.09308,15.83702,5.48900,1.80053
4914,49.14000,11.21542,4.09304,15.83795,5.48924,1.80062
4915,49.15000,11.21580,4.09301,15.83889,5.48948,1.80071
4916,49.16000,11.21617,4.09297,15.83982,5.48971,1.80080
4917,49.17000,11.21655,4.09293,15.84075,5.48995,1.80088
4918,49.18000,11.21693,4.09290,15.84169,5.49019,1.80097
4919,49.19000,11.21730,4.09286,15.84262,5.49042,1.80106
4920,49.20000,11.21768,4.09282,15.84355,5.49066,1.80114
4921,49.21000,11.21806,4.09279,15.84448,5.49090,1.80123
4922,49.22000,11.21843,4.09275,15.84541,5.49113,1.80132
4923,49.23000,11.21881,4.09271,15.84634,5.49137,1.80141
4924,49.24000,11.21918,4.09268,15.84727,5.49161,1.80149
4925,49.25000,11.21956,4.09264,15.84820,5.49184,1.80158
4926,49.26000,11.21993,4.09260,15.84913,5.49208,1.80167
4927,49.27000,11.22031,4.09256,15.85006,5.49231,1.80175
4928,49.28000,11.22068,4.09253,15.85099,5.49255,1.80184
4929,49.29000,11.22106,4.09249,15.85192,5.49278,1.80193
4930,49.30000,11.22143,4.09245,15.85285,5.49302,1.80202
4931,49.31000,11.22181,4.09242,15.85377,5.49326,1.80210
4932,49.32000,11.22218,4.09238,15.85470,5.49349,1.80219
4933,49.33000,11.22255,4.09234,15.85563,5.49373,1.80228
4934,49.34000,11.22293,4.09231,15.85656,5.49396,1.80236
4935,49.35000,11.22330,4.09227,15.85748,5.49420,1.80245
4936,49.36000,11.22367,4.09223,15.85841,5.49443,1.80254
4937,49.37000,11.22405,4.09219,15.85933,5.49467,1.80262
4938,49.38000,11.22442,4.09216,15.86026,5.49490,1.80271
4939,49.39000,11.22479,4.09212,15.86118,5.49513,1.80280
4940,49.40000,11.22516,4.09208,15.86211,5.49537,1.80288
4941,49.41000,11.22554,4.09205,15.86303,5.49560,1.80297
4942,49.42000,11.22591,4.09201,15.86396,5.49584,1.80306
4943,49.43000,11.22628,4.09197,15.86488,5.49607,1.80314
4944,49.44000,11.22665,4.09193,15.86580,5.49631,1.80323
4945,49.45000,11.22702,4.09190,15.86672,5.49654,1.80332
4946,49.46000,11.22739,4.09186,15.86765,5.49677,1.80340
4947,49.47000,11.22776,4.09182,15.86857,5.49701,1.80349
4948,49.48000,11.22813,4.09178,15.86949,5.49724,1.80358
4949,49.49000,11.22850,4.09175,15.87041,5.49747,1.80366
4950,49.50000,11.22887,4.09171,15.87133,5.49771,1.80375
4951,49.51000,11.22924,4.09167,15.87225,5.49794,1.80384
4952,49.52000,11.22961,4.09164,15.87317,5.49818,1.80392
4953,49.53000,11.22998,4.09160,15.87409,5.49841,1.80401
4954,49.54000,11.23035,4.09156,15.87501,5.49864,1.80410
4955,49.55000,11.23072,4.09152,15.87593,5.49887,1.80418
4956,49.56000,11.23109,4.09149,15.87685,5.49911,1.80427
4957,49.57000,11.23146,4.09145,15.87777,5.49934,1.80435
4958,49.58000,11.23183,4.09141,15.87868,5.49957,1.80444
4959,49.59000,11.23220,4.09137,15.87960,5.49981,1.80453
4960,49.60000,11.23256,4.09134,15.88052,5.50004,1.80461
4961,49.61000,11.23293,4.09130,15.88143,5.50027,1.80470
4962,49.62000,11.23330,4.09126,15.88235,5.50050,1.80479
4963,49.63000,11.23367,4.09122,15.88327,5.50074,1.80487
4964,49.64000,11.23403,4.09119,15.88418,5.50097,1.80496
4965,49.65000,11.23440,4.09115,15.88510,5.50120,1.80504
4966,49.66000,11.23477,4.09111,15.88601,5.50143,1.80513
4967,49.67000,11.23513,4.09107,15.88693,5.50166,1.80522
4968,49.68000,11.23550,4.09104,15.88784,5.50189,1.80530
4969,49.69000,11.23587,4.09100,15.88875,5.50213,1.80539
4970,49.70000,11.23623,4.09096,15.88967,5.50236,1.80547
4971,49.71000,11.23660,4.09092,15.89058,5.50259,1.80556
4972,49.72000,11.23696,4.09089,15.89149,5.50282,1.80565
4973,49.73000,11.23733,4.09085,15.89240,5.50305,1.80573
4974,49.74000,11.23769,4.09081,15.89332,5.50328,1.80582
4975,49.75000,11.23806,4.09077,15.89423,5.50351,1.80590
4976,49.76000,11.23842,4.09074,15.89514,5.50375,1.80599
4977,49.77000,11.23879,4.09070,15.89605,5.50398,1.80607
4978,49.78000,11.23915,4.09066,15.89696,5.50421,1.80616
4979,49.79000,11.23952,4.09062,15.89787,5.50444,1.80625
4980,49.80000,11.23988,4.09059,15.89878,5.50467,1.80633
4981,49.81000,11.24025,4.09055,15.89969,5.50490,1.80642
4982,49.82000,11.24061,4.09051,15.90060,5.50513,1.80650
4983,49.83000,11.24097,4.09047,15.90151,5.50536,1.80659
4984,49.84000,11.24134,4.09044,15.90241,5.50559,1.80667
4985,49.85000,11.24170,4.09040,15.90332,5.50582,1.80676
4986,49.86000,11.24206,4.09036,15.90423,5.50605,1.80685
4987,49.87000,11.24242,4.09032,15.90514,5.50628,1.80693
4988,49.88000,11.24279,4.09029,15.90604,5.50651,1.80702
4989,49.89000,11.24315,4.09025,15.90695,5.50674,1.80710
4990,49.90000,11.24351,4.09021,15.90786,5.50697,1.80719
4991,49.91000,11.24387,4.09017,15.90876,5.50720,1.80727
4992,49.92000,11.24423,4.09014,15.90967,5.50743,1.80736
4993,49.93000,11.24459,4.09010,15.91057,5.50766,1.80744
4994,49.94000,11.24496,4.09006,15.91148,5.50789,1.80753
4995,49.95000,11.24532,4.09002,15.91238,5.50812,1.80761
4996,49.96000,11.24568,4.08999,15.91328,5.50834,1.80770
4997,49.97000,11.24604,4.08995,15.91419,5.50857,1.80778
4998,49.98000,11.24640,4.08991,15.91509,5.50880,1.80787
4999,49.99000,11.24676,4.08987,15.91599,5.50903,1.80796
5000,50.00000,11.24712,4.08983,15.91690,5.50926,1.80804
5001,50.01000,11.24748,4.08980,15.91780,5.50949,1.80813
5002,50.02000,11.24784,4.08976,15.91870,5.50972,1.80821
5003,50.03000,11.24820,4.08972,15.91960,5.50995,1.80830
5004,50.04000,11.24855,4.08968,15.92050,5.51017,1.80838
5005,50.05000,11.24891,4.08965,15.92140,5.51040,1.80847
5006,50.06000,11.24927,4.08961,15.92230,5.51063,1.80855
5007,50.07000,11.24963,4.08957,15.92320,5.51086,1.80864
5008,50.08000,11.24999,4.08953,15.92410,5.51109,1.80872
5009,50.09000,11.25035,4.08949,15.92500,5.51131,1.80881
5010,50.10000,11.25071,4.08946,15.92590,5.51154,1.80889
5011,50.11000,11.25106,4.08942,15.92680,5.51177,1.80898
5012,50.12000,11.25142,4.08938,15.92769,5.51200,1.80906
5013,50.13000,11.25178,4.08934,15.92859,5.51222,1.80914
5014,50.14000,11.25213,4.08931,15.92949,5.51245,1.80923
5015,50.15000,11.25249,4.08927,15.93039,5.51268,1.80931
5016,50.16000,11.25285,4.08923,15.93128,5.51290,1.80940
5017,50.17000,11.25320,4.08919,15.93218,5.51313,1.80948
5018,50.18000,11.25356,4.08915,15.93307,5.51336,1.80957
5019,50.19000,11.25392,4.08912,15.93397,5.51359,1.80965
5020,50.20000,11.25427,4.08908,15.93486,5.51381,1.80974
5021,50.21000,11.25463,4.08904,15.93576,5.51404,1.80982
5022,50.22000,11.25498,4.08900,15.93665,5.51427,1.80991
5023,50.23000,11.25534,4.08896,15.93755,5.51449,1.80999
5024,50.24000,11.25569,4.08893,15.93844,5.51472,1.81008
5025,50.25000,11.25605,4.08889,15.93933,5.51494,1.81016
5026,50.26000,11.25640,4.08885,15.94023,5.51517,1.81024
5027,50.27000,11.25676,4.08881,15.94112,5.51540,1.81033
5028,50.28000,11.25711,4.08878,15.94201,5.51562,1.81041
5029,50.29000,11.25747,4.08874,15.94290,5.51585,1.81050
5030,50.30000,11.25782,4.08870,15.94379,5.51607,1.81058
