,time,N,TD,CH,MREG,AC
5791,57.91000,11.47715,4.06093,16.52393,5.66047,1.86624
5792,57.92000,11.47738,4.06089,16.52457,5.66062,1.86630
5793,57.93000,11.47761,4.06086,16.52521,5.66078,1.86636
5794,57.94000,11.47784,4.06083,16.52586,5.66094,1.86642
5795,57.95000,11.47808,4.06080,16.52650,5.66109,1.86648
5796,57.96000,11.47831,4.06077,16.52714,5.66125,1.86655
5797,57.97000,11.47854,4.06073,16.52778,5.66140,1.86661
5798,57.98000,11.47877,4.06070,16.52843,5.66156,1.86667
5799,57.99000,11.47900,4.06067,16.52907,5.66172,1.86673
5800,58.00000,11.47924,4.06064,16.52971,5.66187,1.86679
5801,58.01000,11.47947,4.06060,16.53035,5.66203,1.86685
5802,58.02000,11.47970,4.06057,16.53099,5.66218,1.86692
5803,58.03000,11.47993,4.06054,16.53163,5.66234,1.86698
5804,58.04000,11.48016,4.06051,16.53227,5.66249,1.86704
5805,58.05000,11.48039,4.06047,16.53291,5.66265,1.86710
5806,58.06000,11.48062,4.06044,16.53355,5.66280,1.86716
5807,58.07000,11.48085,4.06041,16.53419,5.66296,1.86722
5808,58.08000,11.48108,4.06038,16.53483,5.66311,1.86728
5809,58.09000,11.48132,4.06035,16.53547,5.66327,1.86734
5810,58.10000,11.48155,4.06031,16.53611,5.66342,1.86741
5811,58.11000,11.48178,4.06028,16.53675,5.66358,1.86747
5812,58.12000,11.48201,4.06025,16.53738,5.66373,1.86753
5813,58.13000,11.48224,4.06022,16.53802,5.66389,1.86759
5814,58.14000,11.48247,4.06018,16.53866,5.66404,1.86765
5815,58.15000,11.48270,4.06015,16.53930,5.66419,1.86771
5816,58.16000,11.48293,4.06012,16.53993,5.66435,1.86777
5817,58.17000,11.48316,4.06009,16.54057,5.66450,1.86783
5818,58.18000,11.48339,4.06006,16.54120,5.66466,1.86789
5819,58.19000,11.48361,4.06002,16.54184,5.66481,1.86796
5820,58.20000,11.48384,4.05999,16.54248,5.66497,1.86802
5821,58.21000,11.48407,4.05996,16.54311,5.66512,1.86808
5822,58.22000,11.48430,4.05993,16.54375,5.66527,1.86814
5823,58.23000,11.48453,4.05990,16.54438,5.66543,1.86820
5824,58.24000,11.48476,4.05986,16.54502,5.66558,1.86826
5825,58.25000,11.48499,4.05983,16.54565,5.66573,1.86832
5826,58.26000,11.48522,4.05980,16.54628,5.66589,1.86838
5827,58.27000,11.48545,4.05977,16.54692,5.66604,1.86844
5828,58.28000,11.48567,4.05974,16.54755,5.66619,1.86850
5829,58.29000,11.48590,4.05970,16.54818,5.66635,1.86856
5830,58.30000,11.48613,4.05967,16.54882,5.66650,1.86862
5831,58.31000,11.48636,4.05964,16.54945,5.66665,1.86868
5832,58.32000,11.48659,4.05961,16.55008,5.66681,1.86875
5833,58.33000,11.48681,4.05958,16.55071,5.66696,1.86881
5834,58.34000,11.48704,4.05955,16.55135,5.66711,1.86887
5835,58.35000,11.48727,4.05951,16.55198,5.66726,1.86893
5836,58.36000,11.48750,4.05948,16.55261,5.66742,1.86899
5837,58.37000,11.48772,4.05945,16.55324,5.66757,1.86905
5838,58.38000,11.48795,4.05942,16.55387,5.66772,1.86911
5839,58.39000,11.48818,4.05939,16.55450,5.66788,1.86917
5840,58.40000,11.48841,4.05935,16.55513,5.66803,1.86923
5841,58.41000,11.48863,4.05932,16.55576,5.66818,1.86929
5842,58.42000,11.48886,4.05929,16.55639,5.66833,1.86935
5843,58.43000,11.48909,4.05926,16.55702,5.66848,1.86941
5844,58.44000,11.48931,4.05923,16.55765,5.66864,1.86947
5845,58.45000,11.48954,4.05920,16.55828,5.66879,1.86953
5846,58.46000,11.48976,4.05916,16.55891,5.66894,1.86959
5847,58.47000,11.48999,4.05913,16.55953,5.66909,1.86965
5848,58.48000,11.49022,4.05910,16.56016,5.66924,1.86971
5849,58.49000,11.49044,4.05907,16.56079,5.66940,1.86977
5850,58.50000,11.49067,4.05904,16.56142,5.66955,1.86983
5851,58.51000,11.49089,4.05901,16.56204,5.66970,1.86989
5852,58.52000,11.49112,4.05898,16.56267,5.66985,1.86995
5853,58.53000,11.49134,4.05894,16.56330,5.67000,1.87001
5854,58.54000,11.49157,4.05891,16.56392,5.67015,1.87007
5855,58.55000,11.49180,4.05888,16.56455,5.67030,1.87013
5856,58.56000,11.49202,4.05885,16.56517,5.67046,1.87019
5857,58.57000,11.49225,4.05882,16.56580,5.67061,1.87025
5858,58.58000,11.49247,4.05879,16.56643,5.67076,1.87031
5859,58.59000,11.49269,4.05875,16.56705,5.67091,1.87037
5860,58.60000,11.49292,4.05872,16.56767,5.67106,1.87043
5861,58.61000,11.49314,4.05869,16.56830,5.67121,1.87049
5862,58.62000,11.49337,4.05866,16.56892,5.67136,1.87055
5863,58.63000,11.49359,4.05863,16.56955,5.67151,1.87061
5864,58.64000,11.49382,4.05860,16.57017,5.67166,1.87067
5865,58.65000,11.49404,4.05857,16.57079,5.67181,1.87073
5866,58.66000,11.49426,4.05853,16.57142,5.67196,1.87079
5867,58.67000,11.49449,4.05850,16.57204,5.67211,1.87085
5868,58.68000,11.49471,4.05847,16.57266,5.67226,1.87091
5869,58.69000,11.49494,4.05844,16.57328,5.67241,1.87097
5870,58.70000,11.49516,4.05841,16.57390,5.67256,1.87103
5871,58.71000,11.49538,4.05838,16.57453,5.67271,1.87109
5872,58.72000,11.49561,4.05835,16.57515,5.67286,1.87115
5873,58.73000,11.49583,4.05832,16.57577,5.67301,1.87120
5874,58.74000,11.49605,4.05828,16.57639,5.67316,1.87126
5875,58.75000,11.49627,4.05825,16.57701,5.67331,1.87132
5876,58.76000,11.49650,4.05822,16.57763,5.67346,1.87138
5877,58.77000,11.49672,4.05819,16.57825,5.67361,1.87144
5878,58.78000,11.49694,4.05816,16.57887,5.67376,1.87150
5879,58.79000,11.49717,4.05813,16.57949,5.67391,1.87156
5880,58.80000,11.49739,4.05810,16.58011,5.67406,1.87162
5881,58.81000,11.49761,4.05807,16.58073,5.67421,1.87168
5882,58.82000,11.49783,4.05804,16.58135,5.67436,1.87174
5883,58.83000,11.49805,4.05800,16.58196,5.67451,1.87180
5884,58.84000,11.49828,4.05797,16.58258,5.67466,1.87186
5885,58.85000,11.49850,4.05794,16.58320,5.67481,1.87192
5886,58.86000,11.49872,4.05791,16.58382,5.67495,1.87197
5887,58.87000,11.49894,4.05788,16.58443,5.67510,1.87203
5888,58.88000,11.49916,4.05785,16.58505,5.67525,1.87209
5889,58.89000,11.49938,4.05782,16.58567,5.67540,1.87215
5890,58.90000,11.49960,4.05779,16.58628,5.67555,1.87221
5891,58.91000,11.49983,4.05776,16.58690,5.67570,1.87227
5892,58.92000,11.50005,4.05773,16.58752,5.67585,1.87233
5893,58.93000,11.50027,4.05769,16.58813,5.67599,1.87239
5894,58.94000,11.50049,4.05766,16.58875,5.67614,1.87245
5895,58.95000,11.50071,4.05763,16.58936,5.67629,1.87250
5896,58.96000,11.50093,4.05760,16.58998,5.67644,1.87256
5897,58.97000,11.50115,4.05757,16.59059,5.67659,1.87262
5898,58.98000,11.50137,4.05754,16.59120,5.67673,1.87268
5899,58.99000,11.50159,4.05751,16.59182,5.67688,1.87274
5900,59.00000,11.50181,4.05748,16.59243,5.67703,1.87280
5901,59.01000,11.50203,4.05745,16.59305,5.67718,1.87286
5902,59.02000,11.50225,4.05742,16.59366,5.67733,1.87292
5903,59.03000,11.50247,4.05739,16.59427,5.67747,1.87297
5904,59.04000,11.50269,4.05736,16.59488,5.67762,1.87303
5905,59.05000,11.50291,4.05732,16.59550,5.67777,1.87309
5906,59.06000,11.50313,4.05729,16.59611,5.67792,1.87315
5907,59.07000,11.50335,4.05726,16.59672,5.67806,1.87321
5908,59.08000,11.50357,4.05723,16.59733,5.67821,1.87327
5909,59.09000,11.50379,4.05720,16.59794,5.67836,1.87332
5910,59.10000,11.50400,4.05717,16.59855,5.67850,1.87338
5911,59.11000,11.50422,4.05714,16.59916,5.67865,1.87344
5912,59.12000,11.50444,4.05711,16.59977,5.67880,1.87350
5913,59.13000,11.50466,4.05708,16.60038,5.67894,1.87356
5914,59.14000,11.50488,4.05705,16.60099,5.67909,1.87362
5915,59.15000,11.50510,4.05702,16.60160,5.67924,1.87367
5916,59.16000,11.50532,4.05699,16.60221,5.67938,1.87373
5917,59.17000,11.50553,4.05696,16.60282,5.67953,1.87379
5918,59.18000,11.50575,4.05693,16.60343,5.67968,1.87385
5919,59.19000,11.50597,4.05690,16.60404,5.67982,1.87391
5920,59.20000,11.50619,4.05687,16.60465,5.67997,1.87397
5921,59.21000,11.50641,4.05684,16.60526,5.68012,1.87402
5922,59.22000,11.50662,4.05680,16.60586,5.68026,1.87408
5923,59.23000,11.50684,4.05677,16.60647,5.68041,1.87414
5924,59.24000,11.50706,4.05674,16.60708,5.68055,1.87420
5925,59.25000,11.50728,4.05671,16.60768,5.68070,1.87426
5926,59.26000,11.50749,4.05668,16.60829,5.68085,1.87431
5927,59.27000,11.50771,4.05665,16.60890,5.68099,1.87437
5928,59.28000,11.50793,4.05662,16.60950,5.68114,1.87443
5929,59.29000,11.50814,4.05659,16.61011,5.68128,1.87449
5930,59.30000,11.50836,4.05656,16.61071,5.68143,1.87454
5931,59.31000,11.50858,4.05653,16.61132,5.68157,1.87460
5932,59.32000,11.50879,4.05650,16.61192,5.68172,1.87466
5933,59.33000,11.50901,4.05647,16.61253,5.68186,1.87472
5934,59.34000,11.50923,4.05644,16.61313,5.68201,1.87478
5935,59.35000,11.50944,4.05641,16.61374,5.68216,1.87483
5936,59.36000,11.50966,4.05638,16.61434,5.68230,1.87489
5937,59.37000,11.50987,4.05635,16.61495,5.68245,1.87495
5938,59.38000,11.51009,4.05632,16.61555,5.68259,1.87501
5939,59.39000,11.51031,4.05629,16.61615,5.68274,1.87506
5940,59.40000,11.51052,4.05626,16.61675,5.68288,1.87512
5941,59.41000,11.51074,4.05623,16.61736,5.68302,1.87518
5942,59.42000,11.51095,4.05620,16.61796,5.68317,1.87524
5943,59.43000,11.51117,4.05617,16.61856,5.68331,1.87529
5944,59.44000,11.51138,4.05614,16.61916,5.68346,1.87535
5945,59.45000,11.51160,4.05611,16.61977,5.68360,1.87541
5946,59.46000,11.51181,4.05608,16.62037,5.68375,1.87547
5947,59.47000,11.51203,4.05605,16.62097,5.68389,1.87552
5948,59.48000,11.51224,4.05602,16.62157,5.68404,1.87558
5949,59.49000,11.51246,4.05599,16.62217,5.68418,1.87564
5950,59.50000,11.51267,4.05596,16.62277,5.68432,1.87569
5951,59.51000,11.51289,4.05593,16.62337,5.68447,1.87575
5952,59.52000,11.51310,4.05590,16.62397,5.68461,1.87581
5953,59.53000,11.51332,4.05587,16.62457,5.68476,1.87587
5954,59.54000,11.51353,4.05584,16.62517,5.68490,1.87592
5955,59.55000,11.51374,4.05581,16.62577,5.68504,1.87598
5956,59.56000,11.51396,4.05578,16.62636,5.68519,1.87604
5957,59.57000,11.51417,4.05575,16.62696,5.68533,1.87609
5958,59.58000,11.51438,4.05572,16.62756,5.68547,1.87615
5959,59.59000,11.51460,4.05569,16.62816,5.68562,1.87621
5960,59.60000,11.51481,4.05566,16.62876,5.68576,1.87627
5961,59.61000,11.51503,4.05563,16.62935,5.68590,1.87632
5962,59.62000,11.51524,4.05560,16.62995,5.68605,1.87638
5963,59.63000,11.51545,4.05557,16.63055,5.68619,1.87644
5964,59.64000,11.51566,4.05554,16.63114,5.68633,1.87649
5965,59.65000,11.51588,4.05551,16.63174,5.68648,1.87655
5966,59.66000,11.51609,4.05548,16.63234,5.68662,1.87661
5967,59.67000,11.51630,4.05545,16.63293,5.68676,1.87666
5968,59.68000,11.51652,4.05542,16.63353,5.68690,1.87672
5969,59.69000,11.51673,4.05539,16.63412,5.68705,1.87678
5970,59.70000,11.51694,4.05536,16.63472,5.68719,1.87683
5971,59.71000,11.51715,4.05533,16.63531,5.68733,1.87689
5972,59.72000,11.51737,4.05530,16.63591,5.68747,1.87695
5973,59.73000,11.51758,4.05527,16.63650,5.68762,1.87700
5974,59.74000,11.51779,4.05524,16.63709,5.68776,1.87706
5975,59.75000,11.51800,4.05521,16.63769,5.68790,1.87712
5976,59.76000,11.51821,4.05518,16.63828,5.68804,1.87717
5977,59.77000,11.51842,4.05515,16.63887,5.68819,1.87723
5978,59.78000,11.51864,4.05512,16.63947,5.68833,1.87729
5979,59.79000,11.51885,4.05509,16.64006,5.68847,1.87734
5980,59.80000,11.51906,4.05506,16.64065,5.68861,1.87740
5981,59.81000,11.51927,4.05503,16.64124,5.68875,1.87746
5982,59.82000,11.51948,4.05500,16.64184,5.68890,1.87751
5983,59.83000,11.51969,4.05498,16.64243,5.68904,1.87757
5984,59.84000,11.51990,4.05495,16.64302,5.68918,1.87763
5985,59.85000,11.52011,4.05492,16.64361,5.68932,1.87768
5986,59.86000,11.52032,4.05489,16.64420,5.68946,1.87774
5987,59.87000,11.52054,4.05486,16.64479,5.68960,1.87779
5988,59.88000,11.52075,4.05483,16.64538,5.68974,1.87785
5989,59.89000,11.52096,4.05480,16.64597,5.68989,1.87791
5990,59.90000,11.52117,4.05477,16.64656,5.69003,1.87796
5991,59.91000,11.52138,4.05474,16.64715,5.69017,1.87802
5992,59.92000,11.52159,4.05471,16.64774,5.69031,1.87807
5993,59.93000,11.52180,4.05468,16.64833,5.69045,1.87813
5994,59.94000,11.52201,4.05465,16.64892,5.69059,1.87819
5995,59.95000,11.52222,4.05462,16.64950,5.69073,1.87824
5996,59.96000,11.52243,4.05459,16.65009,5.69087,1.87830
5997,59.97000,11.52264,4.05456,16.65068,5.69101,1.87835
5998,59.98000,11.52285,4.05453,16.65127,5.69115,1.87841
5999,59.99000,11.52305,4.05450,16.65185,5.69129,1.87847
6000,60.00000,11.52326,4.05448,16.65244,5.69143,1.87852
6001,60.01000,11.52347,4.05445,16.65303,5.69157,1.87858
6002,60.02000,11.52368,4.05442,16.65362,5.69171,1.87863
6003,60.03000,11.52389,4.05439,16.65420,5.69185,1.87869
6004,60.04000,11.52410,4.05436,16.65479,5.69200,1.87875
6005,60.05000,11.52431,4.05433,16.65537,5.69214,1.87880
6006,60.06000,11.52452,4.05430,16.65596,5.69228,1.87886
6007,60.07000,11.52473,4.05427,16.65654,5.69242,1.87891
6008,60.08000,11.52493,4.05424,16.65713,5.69255,1.87897
6009,60.09000,11.52514,4.05421,16.65771,5.69269,1.87902
6010,60.10000,11.52535,4.05418,16.65830,5.69283,1.87908
6011,60.11000,11.52556,4.05415,16.65888,5.69297,1.87914
6012,60.12000,11.52577,4.05413,16.65947,5.69311,1.87919
6013,60.13000,11.52597,4.05410,16.66005,5.69325,1.87925
6014,60.14000,11.52618,4.05407,16.66063,5.69339,1.87930
6015,60.15000,11.52639,4.05404,16.66122,5.69353,1.87936
6016,60.16000,11.52660,4.05401,16.66180,5.69367,1.87941
6017,60.17000,11.52680,4.05398,16.66238,5.69381,1.87947
6018,60.18000,11.52701,4.05395,16.66296,5.69395,1.87952
6019,60.19000,11.52722,4.05392,16.66355,5.69409,1.87958
6020,60.20000,11.52743,4.05389,16.66413,5.69423,1.87963
6021,60.21000,11.52763,4.05386,16.66471,5.69437,1.87969
6022,60.22000,11.52784,4.05384,16.66529,5.69451,1.87974
6023,60.23000,11.52805,4.05381,16.66587,5.69464,1.87980
6024,60.24000,11.52825,4.05378,16.66645,5.69478,1.87986
6025,60.25000,11.52846,4.05375,16.66703,5.69492,1.87991
6026,60.26000,11.52867,4.05372,16.66761,5.69506,1.87997
6027,60.27000,11.52887,4.05369,16.66819,5.69520,1.88002
6028,60.28000,11.52908,4.05366,16.66877,5.69534,1.88008
6029,60.29000,11.52929,4.05363,16.66935,5.69548,1.88013
6030,60.30000,11.52949,4.05360,16.66993,5.69561,1.88019
6031,60.31000,11.52970,4.05358,16.67051,5.69575,1.88024
6032,60.32000,11.52990,4.05355,16.67109,5.69589,1.88030
6033,60.33000,11.53011,4.05352,16.67167,5.69603,1.88035
6034,60.34000,11.53032,4.05349,16.67225,5.69617,1.88041
6035,60.35000,11.53052,4.05346,16.67283,5.69630,1.88046
6036,60.36000,11.53073,4.05343,16.67340,5.69644,1.88052
6037,60.37000,11.53093,4.05340,16.67398,5.69658,1.88057
6038,60.38000,11.53114,4.05338,16.67456,5.69672,1.88063
6039,60.39000,11.53134,4.05335,16.67513,5.69686,1.88068
6040,60.40000,11.53155,4.05332,16.67571,5.69699,1.88074
6041,60.41000,11.53175,4.05329,16.67629,5.69713,1.88079
6042,60.42000,11.53196,4.05326,16.67686,5.69727,1.88084
6043,60.43000,11.53216,4.05323,16.67744,5.69741,1.88090
6044,60.44000,11.53237,4.05320,16.67802,5.69754,1.88095
6045,60.45000,11.53257,4.05317,16.67859,5.69768,1.88101
6046,60.46000,11.53278,4.05315,16.67917,5.69782,1.88106
6047,60.47000,11.53298,4.05312,16.67974,5.69795,1.88112
6048,60.48000,11.53319,4.05309,16.68032,5.69809,1.88117
6049,60.49000,11.53339,4.05306,16.68089,5.69823,1.88123
6050,60.50000,11.53359,4.05303,16.68146,5.69837,1.88128
6051,60.51000,11.53380,4.05300,16.68204,5.69850,1.88134
6052,60.52000,11.53400,4.05298,16.68261,5.69864,1.88139
6053,60.53000,11.53421,4.05295,16.68319,5.69878,1.88145
6054,60.54000,11.53441,4.05292,16.68376,5.69891,1.88150
6055,60.55000,11.53461,4.05289,16.68433,5.69905,1.88155
6056,60.56000,11.53482,4.05286,16.68490,5.69919,1.88161
6057,60.57000,11.53502,4.05283,16.68548,5.69932,1.88166
6058,60.58000,11.53522,4.05281,16.68605,5.69946,1.88172
6059,60.59000,11.53543,4.05278,16.68662,5.69959,1.88177
6060,60.60000,11.53563,4.05275,16.68719,5.69973,1.88183
6061,60.61000,11.53583,4.05272,16.68776,5.69987,1.88188
6062,60.62000,11.53604,4.05269,16.68834,5.70000,1.88193
6063,60.63000,11.53624,4.05266,16.68891,5.70014,1.88199
6064,60.64000,11.53644,4.05264,16.68948,5.70027,1.88204
6065,60.65000,11.53664,4.05261,16.69005,5.70041,1.88210
6066,60.66000,11.53685,4.05258,16.69062,5.70055,1.88215
6067,60.67000,11.53705,4.05255,16.69119,5.70068,1.88220
6068,60.68000,11.53725,4.05252,16.69176,5.70082,1.88226
6069,60.69000,11.53745,4.05249,16.69233,5.70095,1.88231
6070,60.70000,11.53766,4.05247,16.69289,5.70109,1.88237
6071,60.71000,11.53786,4.05244,16.69346,5.70122,1.88242
6072,60.72000,11.53806,4.05241,16.69403,5.70136,1.88247
6073,60.73000,11.53826,4.05238,16.69460,5.70149,1.88253
6074,60.74000,11.53846,4.05235,16.69517,5.70163,1.88258
6075,60.75000,11.53866,4.05233,16.69574,5.70177,1.88264
6076,60.76000,11.53887,4.05230,16.69630,5.70190,1.88269
6077,60.77000,11.53907,4.05227,16.69687,5.70204,1.88274
6078,60.78000,11.53927,4.05224,16.69744,5.70217,1.88280
6079,60.79000,11.53947,4.05221,16.69801,5.70231,1.88285
6080,60.80000,11.53967,4.05219,16.69857,5.70244,1.88291
6081,60.81000,11.53987,4.05216,16.69914,5.70257,1.88296
6082,60.82000,11.54007,4.05213,16.69970,5.70271,1.88301
6083,60.83000,11.54027,4.05210,16.70027,5.70284,1.88307
6084,60.84000,11.54047,4.05207,16.70084,5.70298,1.88312
6085,60.85000,11.54068,4.05205,16.70140,5.70311,1.88317
6086,60.86000,11.54088,4.05202,16.70197,5.70325,1.88323
6087,60.87000,11.54108,4.05199,16.70253,5.70338,1.88328
6088,60.88000,11.54128,4.05196,16.70310,5.70352,1.88333
6089,60.89000,11.54148,4.05193,16.70366,5.70365,1.88339
6090,60.90000,11.54168,4.05191,16.70422,5.70378,1.88344
6091,60.91000,11.54188,4.05188,16.70479,5.70392,1.88349
6092,60.92000,11.54208,4.05185,16.70535,5.70405,1.88355
6093,60.93000,11.54228,4.05182,16.70592,5.70419,1.88360
6094,60.94000,11.54248,4.05179,16.70648,5.70432,1.88366
6095,60.95000,11.54268,4.05177,16.70704,5.70445,1.88371
6096,60.96000,11.54288,4.05174,16.70760,5.70459,1.88376
6097,60.97000,11.54308,4.05171,16.70817,5.70472,1.88382
6098,60.98000,11.54327,4.05168,16.70873,5.70486,1.88387
6099,60.99000,11.54347,4.05166,16.70929,5.70499,1.88392
6100,61.00000,11.54367,4.05163,16.70985,5.70512,1.88397
6101,61.01000,11.54387,4.05160,16.71041,5.70526,1.88403
6102,61.02000,11.54407,4.05157,16.71097,5.70539,1.88408
6103,61.03000,11.54427,4.05155,16.71153,5.70552,1.88413
6104,61.04000,11.54447,4.05152,16.71210,5.70566,1.88419
6105,61.05000,11.54467,4.05149,16.71266,5.70579,1.88424
6106,61.06000,11.54487,4.05146,16.71322,5.70592,1.88429
6107,61.07000,11.54506,4.05144,16.71378,5.70605,1.88435
6108,61.08000,11.54526,4.05141,16.71434,5.70619,1.88440
6109,61.09000,11.54546,4.05138,16.71489,5.70632,1.88445
6110,61.10000,11.54566,4.05135,16.71545,5.70645,1.88451
6111,61.11000,11.54586,4.05132,16.71601,5.70659,1.88456
6112,61.12000,11.54606,4.05130,16.71657,5.70672,1.88461
6113,61.13000,11.54625,4.05127,16.71713,5.70685,1.88466
6114,61.14000,11.54645,4.05124,16.71769,5.70698,1.88472
6115,61.15000,11.54665,4.05121,16.71825,5.70712,1.88477
6116,61.16000,11.54685,4.05119,16.71880,5.70725,1.88482
6117,61.17000,11.54704,4.05116,16.71936,5.70738,1.88488
6118,61.18000,11.54724,4.05113,16.71992,5.70751,1.88493
6119,61.19000,11.54744,4.05111,16.72047,5.70765,1.88498
6120,61.20000,11.54764,4.05108,16.72103,5.70778,1.88503
6121,61.21000,11.54783,4.05105,16.72159,5.70791,1.88509
6122,61.22000,11.54803,4.05102,16.72214,5.70804,1.88514
6123,61.23000,11.54823,4.05100,16.72270,5.70817,1.88519
6124,61.24000,11.54842,4.05097,16.72325,5.70830,1.88524
6125,61.25000,11.54862,4.05094,16.72381,5.70844,1.88530
6126,61.26000,11.54882,4.05091,16.72437,5.70857,1.88535
6127,61.27000,11.54901,4.05089,16.72492,5.70870,1.88540
6128,61.28000,11.54921,4.05086,16.72548,5.70883,1.88545
6129,61.29000,11.54941,4.05083,16.72603,5.70896,1.88551
6130,61.30000,11.54960,4.05080,16.72658,5.70909,1.88556
6131,61.31000,11.54980,4.05078,16.72714,5.70923,1.88561
6132,61.32000,11.55000,4.05075,16.72769,5.70936,1.88566
6133,61.33000,11.55019,4.05072,16.72824,5.70949,1.88572
6134,61.34000,11.55039,4.05070,16.72880,5.70962,1.88577
6135,61.35000,11.55058,4.05067,16.72935,5.70975,1.88582
6136,61.36000,11.55078,4.05064,16.72990,5.70988,1.88587
6137,61.37000,11.55097,4.05061,16.73046,5.71001,1.88593
6138,61.38000,11.55117,4.05059,16.73101,5.71014,1.88598
6139,61.39000,11.55137,4.05056,16.73156,5.71027,1.88603
6140,61.40000,11.55156,4.05053,16.73211,5.71041,1.88608
6141,61.41000,11.55176,4.05051,16.73266,5.71054,1.88613
6142,61.42000,11.55195,4.05048,16.73321,5.71067,1.88619
6143,61.43000,11.55215,4.05045,16.73377,5.71080,1.88624
6144,61.44000,11.55234,4.05043,16.73432,5.71093,1.88629
6145,61.45000,11.55254,4.05040,16.73487,5.71106,1.88634
6146,61.46000,11.55273,4.05037,16.73542,5.71119,1.88639
6147,61.47000,11.55293,4.05034,16.73597,5.71132,1.88645
6148,61.48000,11.55312,4.05032,16.73652,5.71145,1.88650
6149,61.49000,11.55331,4.05029,16.73707,5.71158,1.88655
6150,61.50000,11.55351,4.05026,16.73762,5.71171,1.88660
6151,61.51000,11.55370,4.05024,16.73816,5.71184,1.88665
6152,61.52000,11.55390,4.05021,16.73871,5.71197,1.88671
6153,61.53000,11.55409,4.05018,16.73926,5.71210,1.88676
6154,61.54000,11.55429,4.05016,16.73981,5.71223,1.88681
6155,61.55000,11.55448,4.05013,16.74036,5.71236,1.88686
6156,61.56000,11.55467,4.05010,16.74091,5.71249,1.88691
6157,61.57000,11.55487,4.05008,16.74145,5.71262,1.88696
6158,61.58000,11.55506,4.05005,16.74200,5.71275,1.88702
6159,61.59000,11.55525,4.05002,16.74255,5.71288,1.88707
6160,61.60000,11.55545,4.05000,16.74309,5.71301,1.88712
6161,61.61000,11.55564,4.04997,16.74364,5.71314,1.88717
6162,61.62000,11.55583,4.04994,16.74419,5.71327,1.88722
6163,61.63000,11.55603,4.04991,16.74473,5.71340,1.88727
6164,61.64000,11.55622,4.04989,16.74528,5.71352,1.88733
6165,61.65000,11.55641,4.04986,16.74583,5.71365,1.88738
6166,61.66000,11.55661,4.04983,16.74637,5.71378,1.88743
6167,61.67000,11.55680,4.04981,16.74692,5.71391,1.88748
6168,61.68000,11.55699,4.04978,16.74746,5.71404,1.88753
6169,61.69000,11.55718,4.04975,16.74801,5.71417,1.88758
6170,61.70000,11.55738,4.04973,16.74855,5.71430,1.88764
6171,61.71000,11.55757,4.04970,16.74909,5.71443,1.88769
6172,61.72000,11.55776,4.04968,16.74964,5.71456,1.88774
6173,61.73000,11.55795,4.04965,16.75018,5.71468,1.88779
6174,61.74000,11.55815,4.04962,16.75072,5.71481,1.88784
6175,61.75000,11.55834,4.04960,16.75127,5.71494,1.88789
6176,61.76000,11.55853,4.04957,16.75181,5.71507,1.88794
6177,61.77000,11.55872,4.04954,16.75235,5.71520,1.88799
6178,61.78000,11.55891,4.04952,16.75290,5.71533,1.88805
6179,61.79000,11.55911,4.04949,16.75344,5.71545,1.88810
6180,61.80000,11.55930,4.04946,16.75398,5.71558,1.88815
6181,61.81000,11.55949,4.04944,16.75452,5.71571,1.88820
6182,61.82000,11.55968,4.04941,16.75506,5.71584,1.88825
6183,61.83000,11.55987,4.04938,16.75561,5.71597,1.88830
6184,61.84000,11.56006,4.04936,16.75615,5.71609,1.88835
6185,61.85000,11.56025,4.04933,16.75669,5.71622,1.88840
6186,61.86000,11.56044,4.04930,16.75723,5.71635,1.88845
6187,61.87000,11.56064,4.04928,16.75777,5.71648,1.88851
6188,61.88000,11.56083,4.04925,16.75831,5.71661,1.88856
6189,61.89000,11.56102,4.04923,16.75885,5.71673,1.88861
6190,61.90000,11.56121,4.04920,16.75939,5.71686,1.88866
6191,61.91000,11.56140,4.04917,16.75993,5.71699,1.88871
6192,61.92000,11.56159,4.04915,16.76047,5.71712,1.88876
6193,61.93000,11.56178,4.04912,16.76100,5.71724,1.88881
6194,61.94000,11.56197,4.04909,16.76154,5.71737,1.88886
6195,61.95000,11.56216,4.04907,16.76208,5.71750,1.88891
6196,61.96000,11.56235,4.04904,16.76262,5.71762,1.88896
6197,61.97000,11.56254,4.04902,16.76316,5.71775,1.88901
6198,61.98000,11.56273,4.04899,16.76370,5.71788,1.88906
6199,61.99000,11.56292,4.04896,16.76423,5.71801,1.88911
6200,62.00000,11.56311,4.04894,16.76477,5.71813,1.88917
6201,62.01000,11.56330,4.04891,16.76531,5.71826,1.88922
6202,62.02000,11.56349,4.04889,16.76584,5.71839,1.88927
6203,62.03000,11.56368,4.04886,16.76638,5.71851,1.88932
6204,62.04000,11.56387,4.04883,16.76692,5.71864,1.88937
6205,62.05000,11.56406,4.04881,16.76745,5.71877,1.88942
6206,62.06000,11.56425,4.04878,16.76799,5.71889,1.88947
6207,62.07000,11.56444,4.04875,16.76852,5.71902,1.88952
6208,62.08000,11.56462,4.04873,16.76906,5.71915,1.88957
6209,62.09000,11.56481,4.04870,16.76959,5.71927,1.88962
6210,62.10000,11.56500,4.04868,16.77013,5.71940,1.88967
6211,62.11000,11.56519,4.04865,16.77066,5.71952,1.88972
6212,62.12000,11.56538,4.04862,16.77120,5.71965,1.88977
6213,62.13000,11.56557,4.04860,16.77173,5.71978,1.88982
