,time,N,TD,CH
2614,26.14000,34.97475,45.00972,18.64990
2615,26.15000,35.00345,45.04471,18.66623
2616,26.16000,35.03217,45.07973,18.68257
2617,26.17000,35.06091,45.11478,18.69893
2618,26.18000,35.08967,45.14985,18.71530
2619,26.19000,35.11846,45.18495,18.73168
2620,26.20000,35.14727,45.22009,18.74807
2621,26.21000,35.17610,45.25525,18.76448
2622,26.22000,35.20496,45.29044,18.78090
2623,26.23000,35.23383,45.32566,18.79733
2624,26.24000,35.26273,45.36091,18.81377
2625,26.25000,35.29166,45.39618,18.83022
2626,26.26000,35.32060,45.43149,18.84669
2627,26.27000,35.34957,45.46683,18.86317
2628,26.28000,35.37856,45.50219,18.87966
2629,26.29000,35.40758,45.53758,18.89617
2630,26.30000,35.43662,45.57300,18.91269
2631,26.31000,35.46568,45.60846,18.92922
2632,26.32000,35.49476,45.64394,18.94576
2633,26.33000,35.52387,45.67945,18.96232
2634,26.34000,35.55300,45.71498,18.97888
2635,26.35000,35.58215,45.75055,18.99546
2636,26.36000,35.61132,45.78615,19.01206
2637,26.37000,35.64052,45.82177,19.02866
2638,26.38000,35.66974,45.85743,19.04528
2639,26.39000,35.69899,45.89311,19.06191
2640,26.40000,35.72826,45.92883,19.07855
2641,26.41000,35.75755,45.96457,19.09521
2642,26.42000,35.78686,46.00034,19.11188
2643,26.43000,35.81620,46.03614,19.12856
2644,26.44000,35.84556,46.07197,19.14525
2645,26.45000,35.87494,46.10784,19.16196
2646,26.46000,35.90435,46.14372,19.17868
2647,26.47000,35.93378,46.17964,19.19541
2648,26.48000,35.96323,46.21559,19.21216
2649,26.49000,35.99271,46.25157,19.22891
2650,26.50000,36.02221,46.28758,19.24568
2651,26.51000,36.05173,46.32361,19.26247
2652,26.52000,36.08127,46.35968,19.27926
2653,26.53000,36.11084,46.39578,19.29607
2654,26.54000,36.14044,46.43190,19.31289
2655,26.55000,36.17005,46.46806,19.32973
2656,26.56000,36.19969,46.50424,19.34657
2657,26.57000,36.22935,46.54046,19.36343
2658,26.58000,36.25904,46.57670,19.38030
2659,26.59000,36.28875,46.61298,19.39719
2660,26.60000,36.31848,46.64928,19.41409
2661,26.61000,36.34824,46.68561,19.43100
2662,26.62000,36.37802,46.72198,19.44792
2663,26.63000,36.40782,46.75837,19.46486
2664,26.64000,36.43765,46.79479,19.48181
2665,26.65000,36.46750,46.83124,19.49877
2666,26.66000,36.49738,46.86773,19.51575
2667,26.67000,36.52727,46.90424,19.53273
2668,26.68000,36.55720,46.94078,19.54974
2669,26.69000,36.58714,46.97735,19.56675
2670,26.70000,36.61711,47.01396,19.58378
2671,26.71000,36.64710,47.05059,19.60082
2672,26.72000,36.67712,47.08725,19.61787
2673,26.73000,36.70716,47.12394,19.63493
2674,26.74000,36.73722,47.16066,19.65201
2675,26.75000,36.76731,47.19742,19.66910
2676,26.76000,36.79742,47.23420,19.68621
2677,26.77000,36.82755,47.27101,19.70333
2678,26.78000,36.85771,47.30785,19.72046
2679,26.79000,36.88790,47.34473,19.73760
2680,26.80000,36.91810,47.38163,19.75476
2681,26.81000,36.94833,47.41856,19.77193
2682,26.82000,36.97859,47.45553,19.78911
2683,26.83000,37.00886,47.49252,19.80631
2684,26.84000,37.03917,47.52954,19.82352
2685,26.85000,37.06949,47.56660,19.84074
2686,26.86000,37.09984,47.60368,19.85797
2687,26.87000,37.13022,47.64080,19.87522
2688,26.88000,37.16061,47.67794,19.89248
2689,26.89000,37.19104,47.71512,19.90976
2690,26.90000,37.22148,47.75233,19.92705
2691,26.91000,37.25195,47.78956,19.94435
2692,26.92000,37.28245,47.82683,19.96166
2693,26.93000,37.31296,47.86413,19.97899
2694,26.94000,37.34351,47.90146,19.99633
2695,26.95000,37.37407,47.93881,20.01368
2696,26.96000,37.40466,47.97620,20.03105
2697,26.97000,37.43528,48.01362,20.04843
2698,26.98000,37.46592,48.05107,20.06582
2699,26.99000,37.49658,48.08856,20.08323
2700,27.00000,37.52727,48.12607,20.10065
2701,27.01000,37.55798,48.16361,20.11808
2702,27.02000,37.58871,48.20118,20.13553
2703,27.03000,37.61947,48.23879,20.15299
2704,27.04000,37.65026,48.27642,20.17046
2705,27.05000,37.68107,48.31409,20.18795
2706,27.06000,37.71190,48.35178,20.20545
2707,27.07000,37.74276,48.38951,20.22296
2708,27.08000,37.77364,48.42727,20.24049
2709,27.09000,37.80455,48.46506,20.25803
2710,27.10000,37.83548,48.50288,20.27558
2711,27.11000,37.86643,48.54073,20.29315
2712,27.12000,37.89741,48.57861,20.31073
2713,27.13000,37.92842,48.61652,20.32832
2714,27.14000,37.95945,48.65447,20.34593
2715,27.15000,37.99050,48.69244,20.36355
2716,27.16000,38.02158,48.73045,20.38118
2717,27.17000,38.05268,48.76849,20.39883
2718,27.18000,38.08381,48.80655,20.41649
2719,27.19000,38.11496,48.84465,20.43416
2720,27.20000,38.14613,48.88278,20.45185
2721,27.21000,38.17733,48.92095,20.46955
2722,27.22000,38.20856,48.95914,20.48727
2723,27.23000,38.23981,48.99736,20.50500
2724,27.24000,38.27108,49.03562,20.52274
2725,27.25000,38.30238,49.07391,20.54049
2726,27.26000,38.33371,49.11222,20.55826
2727,27.27000,38.36506,49.15057,20.57604
2728,27.28000,38.39643,49.18895,20.59384
2729,27.29000,38.42783,49.22737,20.61165
2730,27.30000,38.45925,49.26581,20.62947
2731,27.31000,38.49070,49.30428,20.64731
2732,27.32000,38.52218,49.34279,20.66516
2733,27.33000,38.55367,49.38133,20.68302
2734,27.34000,38.58520,49.41990,20.70090
2735,27.35000,38.61675,49.45850,20.71879
2736,27.36000,38.64832,49.49713,20.73670
2737,27.37000,38.67992,49.53580,20.75461
2738,27.38000,38.71154,49.57449,20.77255
2739,27.39000,38.74319,49.61322,20.79049
2740,27.40000,38.77486,49.65198,20.80845
2741,27.41000,38.80656,49.69077,20.82642
2742,27.42000,38.83828,49.72959,20.84441
2743,27.43000,38.87003,49.76845,20.86241
2744,27.44000,38.90180,49.80733,20.88043
2745,27.45000,38.93360,49.84625,20.89846
2746,27.46000,38.96543,49.88520,20.91650
2747,27.47000,38.99727,49.92418,20.93455
2748,27.48000,39.02915,49.96319,20.95262
2749,27.49000,39.06105,50.00224,20.97071
2750,27.50000,39.09297,50.04132,20.98880
2751,27.51000,39.12492,50.08042,21.00691
2752,27.52000,39.15690,50.11956,21.02504
2753,27.53000,39.18890,50.15874,21.04318
2754,27.54000,39.22092,50.19794,21.06133
2755,27.55000,39.25297,50.23718,21.07950
2756,27.56000,39.28505,50.27645,21.09768
2757,27.57000,39.31715,50.31575,21.11587
2758,27.58000,39.34928,50.35508,21.13408
2759,27.59000,39.38143,50.39445,21.15230
2760,27.60000,39.41361,50.43385,21.17054
2761,27.61000,39.44581,50.47328,21.18879
2762,27.62000,39.47804,50.51274,21.20705
2763,27.63000,39.51030,50.55223,21.22533
2764,27.64000,39.54258,50.59176,21.24362
2765,27.65000,39.57488,50.63132,21.26193
2766,27.66000,39.60721,50.67091,21.28025
2767,27.67000,39.63957,50.71053,21.29858
2768,27.68000,39.67195,50.75019,21.31693
2769,27.69000,39.70436,50.78988,21.33529
2770,27.70000,39.73679,50.82960,21.35367
2771,27.71000,39.76925,50.86935,21.37206
2772,27.72000,39.80174,50.90913,21.39046
2773,27.73000,39.83425,50.94895,21.40888
2774,27.74000,39.86679,50.98880,21.42731
2775,27.75000,39.89935,51.02869,21.44576
2776,27.76000,39.93194,51.06860,21.46422
2777,27.77000,39.96455,51.10855,21.48270
2778,27.78000,39.99719,51.14853,21.50118
2779,27.79000,40.02986,51.18854,21.51969
2780,27.80000,40.06255,51.22859,21.53821
2781,27.81000,40.09526,51.26867,21.55674
2782,27.82000,40.12801,51.30878,21.57528
2783,27.83000,40.16078,51.34893,21.59384
2784,27.84000,40.19357,51.38910,21.61242
2785,27.85000,40.22639,51.42931,21.63100
2786,27.86000,40.25924,51.46956,21.64961
2787,27.87000,40.29211,51.50983,21.66822
2788,27.88000,40.32501,51.55014,21.68685
2789,27.89000,40.35794,51.59048,21.70550
2790,27.90000,40.39089,51.63086,21.72416
2791,27.91000,40.42386,51.67126,21.74283
2792,27.92000,40.45687,51.71170,21.76152
2793,27.93000,40.48990,51.75218,21.78022
2794,27.94000,40.52295,51.79268,21.79894
2795,27.95000,40.55603,51.83322,21.81767
2796,27.96000,40.58914,51.87379,21.83642
2797,27.97000,40.62228,51.91440,21.85518
2798,27.98000,40.65544,51.95504,21.87395
2799,27.99000,40.68862,51.99571,21.89274
2800,28.00000,40.72184,52.03642,21.91154
2801,28.01000,40.75508,52.07716,21.93036
2802,28.02000,40.78834,52.11793,21.94919
2803,28.03000,40.82163,52.15873,21.96804
2804,28.04000,40.85495,52.19957,21.98690
2805,28.05000,40.88830,52.24044,22.00578
2806,28.06000,40.92167,52.28135,22.02467
2807,28.07000,40.95506,52.32229,22.04357
2808,28.08000,40.98849,52.36326,22.06249
2809,28.09000,41.02194,52.40426,22.08142
2810,28.10000,41.05542,52.44530,22.10037
2811,28.11000,41.08892,52.48637,22.11933
2812,28.12000,41.12245,52.52748,22.13831
2813,28.13000,41.15601,52.56862,22.15730
2814,28.14000,41.18959,52.60979,22.17631
2815,28.15000,41.22320,52.65100,22.19533
2816,28.16000,41.25684,52.69224,22.21436
2817,28.17000,41.29050,52.73351,22.23341
2818,28.18000,41.32419,52.77482,22.25248
2819,28.19000,41.35791,52.81616,22.27155
2820,28.20000,41.39165,52.85753,22.29065
2821,28.21000,41.42542,52.89894,22.30976
2822,28.22000,41.45921,52.94038,22.32888
2823,28.23000,41.49304,52.98186,22.34802
2824,28.24000,41.52689,53.02337,22.36717
2825,28.25000,41.56077,53.06491,22.38634
2826,28.26000,41.59467,53.10649,22.40552
2827,28.27000,41.62860,53.14810,22.42472
2828,28.28000,41.66256,53.18975,22.44393
2829,28.29000,41.69654,53.23143,22.46315
2830,28.30000,41.73055,53.27314,22.48239
2831,28.31000,41.76459,53.31489,22.50165
2832,28.32000,41.79866,53.35667,22.52092
2833,28.33000,41.83275,53.39849,22.54020
2834,28.34000,41.86687,53.44034,22.55950
2835,28.35000,41.90102,53.48222,22.57882
2836,28.36000,41.93519,53.52414,22.59815
2837,28.37000,41.96939,53.56609,22.61749
2838,28.38000,42.00362,53.60808,22.63685
2839,28.39000,42.03787,53.65010,22.65623
2840,28.40000,42.07216,53.69215,22.67562
2841,28.41000,42.10646,53.73424,22.69502
2842,28.42000,42.14080,53.77637,22.71444
2843,28.43000,42.17516,53.81852,22.73387
2844,28.44000,42.20956,53.86072,22.75332
2845,28.45000,42.24397,53.90294,22.77279
2846,28.46000,42.27842,53.94521,22.79226
2847,28.47000,42.31289,53.98750,22.81176
2848,28.48000,42.34739,54.02983,22.83127
2849,28.49000,42.38192,54.07220,22.85079
2850,28.50000,42.41647,54.11459,22.87033
2851,28.51000,42.45106,54.15703,22.88988
2852,28.52000,42.48567,54.19950,22.90945
2853,28.53000,42.52030,54.24200,22.92903
2854,28.54000,42.55497,54.28454,22.94863
2855,28.55000,42.58966,54.32711,22.96825
2856,28.56000,42.62438,54.36972,22.98788
2857,28.57000,42.65913,54.41236,23.00752
2858,28.58000,42.69390,54.45504,23.02718
2859,28.59000,42.72870,54.49775,23.04685
2860,28.60000,42.76353,54.54049,23.06654
2861,28.61000,42.79839,54.58327,23.08625
2862,28.62000,42.83327,54.62609,23.10597
2863,28.63000,42.86819,54.66894,23.12570
2864,28.64000,42.90313,54.71183,23.14545
2865,28.65000,42.93809,54.75475,23.16522
2866,28.66000,42.97309,54.79770,23.18500
2867,28.67000,43.00811,54.84069,23.20479
2868,28.68000,43.04317,54.88372,23.22460
2869,28.69000,43.07824,54.92678,23.24443
2870,28.70000,43.11335,54.96987,23.26427
2871,28.71000,43.14849,55.01301,23.28413
2872,28.72000,43.18365,55.05617,23.30400
2873,28.73000,43.21884,55.09937,23.32389
2874,28.74000,43.25406,55.14261,23.34379
2875,28.75000,43.28930,55.18588,23.36371
2876,28.76000,43.32458,55.22919,23.38364
2877,28.77000,43.35988,55.27253,23.40359
2878,28.78000,43.39521,55.31591,23.42355
2879,28.79000,43.43057,55.35932,23.44353
2880,28.80000,43.46596,55.40277,23.46353
2881,28.81000,43.50137,55.44625,23.48354
2882,28.82000,43.53681,55.48977,23.50356
2883,28.83000,43.57228,55.53333,23.52361
2884,28.84000,43.60778,55.57692,23.54366
2885,28.85000,43.64331,55.62054,23.56373
2886,28.86000,43.67886,55.66420,23.58382
2887,28.87000,43.71445,55.70790,23.60392
2888,28.88000,43.75006,55.75163,23.62404
2889,28.89000,43.78570,55.79540,23.64418
2890,28.90000,43.82137,55.83920,23.66432
2891,28.91000,43.85706,55.88304,23.68449
2892,28.92000,43.89279,55.92692,23.70467
2893,28.93000,43.92854,55.97083,23.72487
2894,28.94000,43.96432,56.01477,23.74508
2895,28.95000,44.00013,56.05876,23.76530
2896,28.96000,44.03597,56.10277,23.78555
2897,28.97000,44.07184,56.14683,23.80581
2898,28.98000,44.10773,56.19092,23.82608
2899,28.99000,44.14365,56.23504,23.84637
2900,29.00000,44.17961,56.27921,23.86667
2901,29.01000,44.21559,56.32340,23.88699
2902,29.02000,44.25160,56.36764,23.90733
2903,29.03000,44.28763,56.41191,23.92768
2904,29.04000,44.32370,56.45621,23.94805
2905,29.05000,44.35979,56.50055,23.96843
2906,29.06000,44.39592,56.54493,23.98883
2907,29.07000,44.43207,56.58935,24.00925
2908,29.08000,44.46825,56.63380,24.02968
2909,29.09000,44.50446,56.67828,24.05013
2910,29.10000,44.54070,56.72280,24.07059
2911,29.11000,44.57697,56.76736,24.09107
2912,29.12000,44.61326,56.81196,24.11156
2913,29.13000,44.64959,56.85659,24.13207
2914,29.14000,44.68594,56.90126,24.15259
2915,29.15000,44.72232,56.94596,24.17314
2916,29.16000,44.75873,56.99070,24.19369
2917,29.17000,44.79517,57.03548,24.21427
2918,29.18000,44.83164,57.08029,24.23485
2919,29.19000,44.86814,57.12514,24.25546
2920,29.20000,44.90467,57.17003,24.27608
2921,29.21000,44.94122,57.21495,24.29672
2922,29.22000,44.97781,57.25991,24.31737
2923,29.23000,45.01442,57.30491,24.33804
2924,29.24000,45.05107,57.34994,24.35872
2925,29.25000,45.08774,57.39501,24.37942
2926,29.26000,45.12444,57.44012,24.40014
2927,29.27000,45.16117,57.48526,24.42087
2928,29.28000,45.19793,57.53044,24.44162
2929,29.29000,45.23472,57.57565,24.46238
2930,29.30000,45.27154,57.62091,24.48316
2931,29.31000,45.30838,57.66620,24.50396
2932,29.32000,45.34526,57.71152,24.52477
2933,29.33000,45.38216,57.75689,24.54560
2934,29.34000,45.41910,57.80229,24.56645
2935,29.35000,45.45606,57.84773,24.58731
2936,29.36000,45.49306,57.89320,24.60818
2937,29.37000,45.53008,57.93871,24.62908
2938,29.38000,45.56713,57.98426,24.64999
2939,29.39000,45.60421,58.02985,24.67091
2940,29.40000,45.64133,58.07547,24.69185
2941,29.41000,45.67847,58.12113,24.71281
2942,29.42000,45.71564,58.16683,24.73378
2943,29.43000,45.75284,58.21256,24.75477
2944,29.44000,45.79007,58.25833,24.77578
2945,29.45000,45.82733,58.30414,24.79680
2946,29.46000,45.86461,58.34999,24.81784
2947,29.47000,45.90193,58.39587,24.83890
2948,29.48000,45.93928,58.44179,24.85997
2949,29.49000,45.97666,58.48775,24.88105
2950,29.50000,46.01406,58.53374,24.90216
2951,29.51000,46.05150,58.57978,24.92328
2952,29.52000,46.08897,58.62585,24.94441
2953,29.53000,46.12646,58.67195,24.96557
2954,29.54000,46.16399,58.71810,24.98674
2955,29.55000,46.20154,58.76428,25.00792
2956,29.56000,46.23913,58.81050,25.02912
2957,29.57000,46.27675,58.85676,25.05034
2958,29.58000,46.31439,58.90306,25.07158
2959,29.59000,46.35207,58.94939,25.09283
2960,29.60000,46.38977,58.99576,25.11409
2961,29.61000,46.42751,59.04217,25.13538
2962,29.62000,46.46527,59.08862,25.15668
2963,29.63000,46.50307,59.13510,25.17800
2964,29.64000,46.54089,59.18162,25.19933
2965,29.65000,46.57875,59.22818,25.22068
2966,29.66000,46.61663,59.27478,25.24205
2967,29.67000,46.65455,59.32142,25.26343
2968,29.68000,46.69249,59.36809,25.28483
2969,29.69000,46.73047,59.41480,25.30624
2970,29.70000,46.76847,59.46155,25.32768
2971,29.71000,46.80651,59.50834,25.34913
2972,29.72000,46.84458,59.55516,25.37059
2973,29.73000,46.88267,59.60203,25.39207
2974,29.74000,46.92080,59.64893,25.41357
2975,29.75000,46.95895,59.69587,25.43509
2976,29.76000,46.99714,59.74285,25.45662
2977,29.77000,47.03536,59.78986,25.47817
2978,29.78000,47.07361,59.83692,25.49973
2979,29.79000,47.11189,59.88401,25.52132
2980,29.80000,47.15019,59.93114,25.54292
2981,29.81000,47.18853,59.97831,25.56453
2982,29.82000,47.22690,60.02552,25.58616
2983,29.83000,47.26530,60.07276,25.60781
2984,29.84000,47.30373,60.12005,25.62948
2985,29.85000,47.34219,60.16737,25.65116
2986,29.86000,47.38069,60.21473,25.67286
2987,29.87000,47.41921,60.26213,25.69458
2988,29.88000,47.45776,60.30957,25.71631
2989,29.89000,47.49634,60.35705,25.73806
2990,29.90000,47.53496,60.40456,25.75983
2991,29.91000,47.57360,60.45212,25.78161
2992,29.92000,47.61228,60.49971,25.80341
2993,29.93000,47.65099,60.54734,25.82523
2994,29.94000,47.68972,60.59501,25.84706
2995,29.95000,47.72849,60.64272,25.86891
2996,29.96000,47.76729,60.69047,25.89078
2997,29.97000,47.80612,60.73826,25.91267
2998,29.98000,47.84498,60.78608,25.93457
2999,29.99000,47.88387,60.83395,25.95649
3000,30.00000,47.92279,60.88185,25.97842
3001,30.01000,47.96174,60.92979,26.00038
3002,30.02000,48.00073,60.97777,26.02235
3003,30.03000,48.03974,61.02579,26.04433
3004,30.04000,48.07879,61.07385,26.06634
3005,30.05000,48.11787,61.12195,26.08836
3006,30.06000,48.15697,61.17009,26.11040
3007,30.07000,48.19611,61.21827,26.13245
3008,30.08000,48.23528,61.26648,26.15452
3009,30.09000,48.27448,61.31474,26.17661
3010,30.10000,48.31372,61.36303,26.19872
3011,30.11000,48.35298,61.41136,26.22084
3012,30.12000,48.39228,61.45974,26.24298
3013,30.13000,48.43160,61.50815,26.26514
3014,30.14000,48.47096,61.55660,26.28732
3015,30.15000,48.51035,61.60509,26.30951
3016,30.16000,48.54977,61.65362,26.33172
3017,30.17000,48.58922,61.70219,26.35394
3018,30.18000,48.62870,61.75080,26.37619
3019,30.19000,48.66821,61.79945,26.39845
3020,30.20000,48.70776,61.84813,26.42073
3021,30.21000,48.74734,61.89686,26.44302
3022,30.22000,48.78695,61.94563,26.46534
3023,30.23000,48.82659,61.99444,26.48767
3024,30.24000,48.86626,62.04328,26.51001
3025,30.25000,48.90596,62.09217,26.53238
3026,30.26000,48.94569,62.14109,26.55476
3027,30.27000,48.98546,62.19006,26.57716
3028,30.28000,49.02526,62.23907,26.59958
3029,30.29000,49.06509,62.28811,26.62201
3030,30.30000,49.10495,62.33720,26.64446
3031,30.31000,49.14484,62.38632,26.66693
3032,30.32000,49.18476,62.43549,26.68942
3033,30.33000,49.22472,62.48469,26.71192
3034,30.34000,49.26471,62.53393,26.73444
3035,30.35000,49.30473,62.58322,26.75698
3036,30.36000,49.34478,62.63254,26.77954
3037,30.37000,49.38486,62.68191,26.80211
3038,30.38000,49.42498,62.73131,26.82471
3039,30.39000,49.46512,62.78076,26.84731
3040,30.40000,49.50530,62.83024,26.86994
3041,30.41000,49.54551,62.87977,26.89259
3042,30.42000,49.58576,62.92934,26.91525
3043,30.43000,49.62603,62.97894,26.93793
3044,30.44000,49.66634,63.02859,26.96062
3045,30.45000,49.70668,63.07827,26.98334
3046,30.46000,49.74705,63.12800,27.00607
3047,30.47000,49.78745,63.17777,27.02882
3048,30.48000,49.82789,63.22758,27.05159
3049,30.49000,49.86835,63.27742,27.07437
3050,30.50000,49.90885,63.32731,27.09718
3051,30.51000,49.94939,63.37724,27.12000
3052,30.52000,49.98995,63.42721,27.14283
3053,30.53000,50.03055,63.47722,27.16569
3054,30.54000,50.07117,63.52727,27.18856
3055,30.55000,50.11183,63.57736,27.21146
3056,30.56000,50.15253,63.62750,27.23436
3057,30.57000,50.19325,63.67767,27.25729
3058,30.58000,50.23401,63.72788,27.28024
3059,30.59000,50.27480,63.77814,27.30320
3060,30.60000,50.31562,63.82843,27.32618
3061,30.61000,50.35648,63.87877,27.34918
3062,30.62000,50.39737,63.92914,27.37219
3063,30.63000,50.43829,63.97956,27.39523
3064,30.64000,50.47924,64.03002,27.41828
3065,30.65000,50.52023,64.08052,27.44135
3066,30.66000,50.56124,64.13106,27.46444
3067,30.67000,50.60229,64.18164,27.48754
3068,30.68000,50.64338,64.23227,27.51067
3069,30.69000,50.68449,64.28293,27.53381
3070,30.70000,50.72564,64.33364,27.55697
3071,30.71000,50.76682,64.38438,27.58015
3072,30.72000,50.80804,64.43517,27.60334
3073,30.73000,50.84928,64.48600,27.62656
3074,30.74000,50.89056,64.53687,27.64979
3075,30.75000,50.93188,64.58778,27.67304
3076,30.76000,50.97322,64.63873,27.69631
3077,30.77000,51.01460,64.68973,27.71959
3078,30.78000,51.05601,64.74076,27.74290
3079,30.79000,51.09746,64.79184,27.76622
3080,30.80000,51.13893,64.84296,27.78956
3081,30.81000,51.18044,64.89412,27.81292
3082,30.82000,51.22199,64.94532,27.83629
3083,30.83000,51.26356,64.99656,27.85969
3084,30.84000,51.30517,65.04784,27.88310
3085,30.85000,51.34681,65.09917,27.90653
3086,30.86000,51.38849,65.15054,27.92998
3087,30.87000,51.43020,65.20195,27.95345
3088,30.88000,51.47194,65.25340,27.97694
3089,30.89000,51.51371,65.30489,28.00044
3090,30.90000,51.55552,65.35643,28.02396
3091,30.91000,51.59736,65.40800,28.04750
3092,30.92000,51.63924,65.45962,28.07106
3093,30.93000,51.68115,65.51128,28.09464
3094,30.94000,51.72309,65.56298,28.11823
3095,30.95000,51.76506,65.61473,28.14185
3096,30.96000,51.80707,65.66651,28.16548
3097,30.97000,51.84911,65.71834,28.18913
3098,30.98000,51.89119,65.77021,28.21280
3099,30.99000,51.93330,65.82212,28.23649
3100,31.00000,51.97544,65.87408,28.26019
3101,31.01000,52.01761,65.92607,28.28392
3102,31.02000,52.05982,65.97811,28.30766
3103,31.03000,52.10207,66.03019,28.33142
3104,31.04000,52.14434,66.08232,28.35520
3105,31.05000,52.18665,66.13448,28.37900
3106,31.06000,52.22900,66.18669,28.40282
3107,31.07000,52.27137,66.23894,28.42665
3108,31.08000,52.31378,66.29123,28.45051
3109,31.09000,52.35623,66.34357,28.47438
3110,31.10000,52.39871,66.39595,28.49827
3111,31.11000,52.44122,66.44837,28.52218
3112,31.12000,52.48377,66.50083,28.54611
3113,31.13000,52.52635,66.55333,28.57006
3114,31.14000,52.56896,66.60588,28.59402
3115,31.15000,52.61161,66.65847,28.61801
3116,31.16000,52.65429,66.71110,28.64201
3117,31.17000,52.69701,66.76378,28.66603
3118,31.18000,52.73976,66.81650,28.69007
3119,31.19000,52.78254,66.86926,28.71413
3120,31.20000,52.82536,66.92206,28.73821
3121,31.21000,52.86821,66.97491,28.76230
3122,31.22000,52.91110,67.02780,28.78642
3123,31.23000,52.95402,67.08073,28.81055
3124,31.24000,52.99697,67.13371,28.83471
3125,31.25000,53.03996,67.18673,28.85888
3126,31.26000,53.08298,67.23979,28.88307
3127,31.27000,53.12604,67.29289,28.90728
3128,31.28000,53.16913,67.34604,28.93151
3129,31.29000,53.21226,67.39923,28.95575
3130,31.30000,53.25542,67.45246,28.98002
3131,31.31000,53.29861,67.50574,29.00430
3132,31.32000,53.34184,67.55906,29.02861
3133,31.33000,53.38510,67.61242,29.05293
3134,31.34000,53.42840,67.66583,29.07727
3135,31.35000,53.47173,67.71928,29.10163
3136,31.36000,53.51510,67.77277,29.12601
3137,31.37000,53.55850,67.82631,29.15041
3138,31.38000,53.60193,67.87989,29.17483
3139,31.39000,53.64540,67.93352,29.19927
3140,31.40000,53.68891,67.98718,29.22372
3141,31.41000,53.73245,68.04089,29.24820
3142,31.42000,53.77602,68.09465,29.27269
3143,31.43000,53.81963,68.14845,29.29720
3144,31.44000,53.86327,68.20229,29.32173
3145,31.45000,53.90695,68.25617,29.34629
3146,31.46000,53.95066,68.31010,29.37086
3147,31.47000,53.99441,68.36407,29.39545
3148,31.48000,54.03820,68.41809,29.42005
3149,31.49000,54.08201,68.47215,29.44468
3150,31.50000,54.12586,68.52625,29.46933
3151,31.51000,54.16975,68.58040,29.49399
3152,31.52000,54.21367,68.63459,29.51868
3153,31.53000,54.25763,68.68883,29.54338
3154,31.54000,54.30162,68.74311,29.56811
3155,31.55000,54.34565,68.79743,29.59285
3156,31.56000,54.38971,68.85180,29.61761
3157,31.57000,54.43381,68.90621,29.64240
3158,31.58000,54.47794,68.96067,29.66720
3159,31.59000,54.52211,69.01517,29.69202
3160,31.60000,54.56631,69.06971,29.71686
3161,31.61000,54.61055,69.12430,29.74172
3162,31.62000,54.65482,69.17893,29.76659
3163,31.63000,54.69913,69.23361,29.79149
3164,31.64000,54.74348,69.28833,29.81641
3165,31.65000,54.78785,69.34310,29.84135
3166,31.66000,54.83227,69.39791,29.86630
3167,31.67000,54.87672,69.45276,29.89128
3168,31.68000,54.92120,69.50766,29.91627
3169,31.69000,54.96572,69.56260,29.94129
3170,31.70000,55.01028,69.61759,29.96632
3171,31.71000,55.05487,69.67262,29.99138
3172,31.72000,55.09950,69.72770,30.01645
3173,31.73000,55.14416,69.78282,30.04154
3174,31.74000,55.18886,69.83799,30.06666
3175,31.75000,55.23359,69.89320,30.09179
3176,31.76000,55.27836,69.94846,30.11694
3177,31.77000,55.32317,70.00376,30.14211
3178,31.78000,55.36801,70.05910,30.16730
3179,31.79000,55.41288,70.11449,30.19251
3180,31.80000,55.45779,70.16993,30.21774
3181,31.81000,55.50274,70.22541,30.24299
3182,31.82000,55.54773,70.28093,30.26826
3183,31.83000,55.59275,70.33650,30.29355
3184,31.84000,55.63780,70.39212,30.31886
3185,31.85000,55.68289,70.44778,30.34419
3186,31.86000,55.72802,70.50349,30.36954
3187,31.87000,55.77318,70.55924,30.39491
3188,31.88000,55.81838,70.61503,30.42029
3189,31.89000,55.86362,70.67087,30.44570
3190,31.90000,55.90889,70.72676,30.47113
3191,31.91000,55.95419,70.78269,30.49658
3192,31.92000,55.99954,70.83867,30.52204
3193,31.93000,56.04492,70.89469,30.54753
3194,31.94000,56.09033,70.95076,30.57304
3195,31.95000,56.13578,71.00687,30.59857
3196,31.96000,56.18127,71.06303,30.62411
3197,31.97000,56.22679,71.11923,30.64968
3198,31.98000,56.27235,71.17548,30.67527
3199,31.99000,56.31795,71.23178,30.70088
3200,32.00000,56.36358,71.28812,30.72650
3201,32.01000,56.40925,71.34450,30.75215
3202,32.02000,56.45496,71.40094,30.77782
3203,32.03000,56.50070,71.45741,30.80350
3204,32.04000,56.54648,71.51394,30.82921
3205,32.05000,56.59229,71.57051,30.85494
3206,32.06000,56.63815,71.62712,30.88069
3207,32.07000,56.68403,71.68378,30.90645
3208,32.08000,56.72996,71.74049,30.93224
3209,32.09000,56.77592,71.79724,30.95805
3210,32.10000,56.82192,71.85404,30.98388
3211,32.11000,56.86795,71.91089,31.00972
3212,32.12000,56.91402,71.96778,31.03559
3213,32.13000,56.96013,72.02472,31.06148
3214,32.14000,57.00627,72.08170,31.08739
3215,32.15000,57.05246,72.13873,31.11332
3216,32.16000,57.09867,72.19580,31.13927
3217,32.17000,57.14493,72.25293,31.16524
3218,32.18000,57.19122,72.31009,31.19123
3219,32.19000,57.23755,72.36731,31.21724
3220,32.20000,57.28391,72.42457,31.24327
3221,32.21000,57.33032,72.48188,31.26932
