,time,N,TD,CH
1280,12.80000,11.06855,16.93739,4.71545
1281,12.81000,11.07914,16.94846,4.72180
1282,12.82000,11.08973,16.95954,4.72816
1283,12.83000,11.10033,16.97064,4.73452
1284,12.84000,11.11094,16.98174,4.74089
1285,12.85000,11.12156,16.99286,4.74726
1286,12.86000,11.13218,17.00399,4.75364
1287,12.87000,11.14281,17.01512,4.76002
1288,12.88000,11.15344,17.02627,4.76641
1289,12.89000,11.16408,17.03743,4.77280
1290,12.90000,11.17473,17.04860,4.77919
1291,12.91000,11.18539,17.05978,4.78559
1292,12.92000,11.19605,17.07097,4.79199
1293,12.93000,11.20672,17.08217,4.79839
1294,12.94000,11.21740,17.09339,4.80481
1295,12.95000,11.22809,17.10461,4.81122
1296,12.96000,11.23878,17.11584,4.81764
1297,12.97000,11.24948,17.12709,4.82406
1298,12.98000,11.26018,17.13834,4.83049
1299,12.99000,11.27089,17.14961,4.83692
1300,13.00000,11.28161,17.16088,4.84336
1301,13.01000,11.29234,17.17217,4.84980
1302,13.02000,11.30307,17.18347,4.85624
1303,13.03000,11.31381,17.19478,4.86269
1304,13.04000,11.32456,17.20609,4.86914
1305,13.05000,11.33531,17.21742,4.87560
1306,13.06000,11.34607,17.22876,4.88206
1307,13.07000,11.35684,17.24012,4.88853
1308,13.08000,11.36762,17.25148,4.89500
1309,13.09000,11.37840,17.26285,4.90148
1310,13.10000,11.38919,17.27424,4.90795
1311,13.11000,11.39999,17.28563,4.91444
1312,13.12000,11.41079,17.29704,4.92093
1313,13.13000,11.42160,17.30845,4.92742
1314,13.14000,11.43242,17.31988,4.93391
1315,13.15000,11.44324,17.33132,4.94042
1316,13.16000,11.45408,17.34277,4.94692
1317,13.17000,11.46491,17.35422,4.95343
1318,13.18000,11.47576,17.36569,4.95994
1319,13.19000,11.48661,17.37718,4.96646
1320,13.20000,11.49747,17.38867,4.97298
1321,13.21000,11.50834,17.40017,4.97951
1322,13.22000,11.51922,17.41168,4.98604
1323,13.23000,11.53010,17.42321,4.99258
1324,13.24000,11.54099,17.43475,4.99912
1325,13.25000,11.55189,17.44629,5.00566
1326,13.26000,11.56279,17.45785,5.01221
1327,13.27000,11.57370,17.46942,5.01876
1328,13.28000,11.58462,17.48100,5.02532
1329,13.29000,11.59554,17.49259,5.03188
1330,13.30000,11.60648,17.50419,5.03845
1331,13.31000,11.61742,17.51580,5.04502
1332,13.32000,11.62836,17.52742,5.05159
1333,13.33000,11.63932,17.53906,5.05817
1334,13.34000,11.65028,17.55070,5.06475
1335,13.35000,11.66125,17.56236,5.07134
1336,13.36000,11.67222,17.57402,5.07793
1337,13.37000,11.68321,17.58570,5.08453
1338,13.38000,11.69420,17.59739,5.09113
1339,13.39000,11.70520,17.60909,5.09774
1340,13.40000,11.71620,17.62080,5.10434
1341,13.41000,11.72721,17.63252,5.11096
1342,13.42000,11.73823,17.64425,5.11758
1343,13.43000,11.74926,17.65600,5.12420
1344,13.44000,11.76030,17.66775,5.13083
1345,13.45000,11.77134,17.67952,5.13746
1346,13.46000,11.78239,17.69130,5.14410
1347,13.47000,11.79344,17.70308,5.15074
1348,13.48000,11.80451,17.71488,5.15738
1349,13.49000,11.81558,17.72669,5.16403
1350,13.50000,11.82666,17.73851,5.17068
1351,13.51000,11.83774,17.75035,5.17734
1352,13.52000,11.84884,17.76219,5.18400
1353,13.53000,11.85994,17.77404,5.19067
1354,13.54000,11.87105,17.78591,5.19734
1355,13.55000,11.88216,17.79779,5.20402
1356,13.56000,11.89329,17.80967,5.21070
1357,13.57000,11.90442,17.82157,5.21738
1358,13.58000,11.91556,17.83348,5.22407
1359,13.59000,11.92670,17.84540,5.23077
1360,13.60000,11.93785,17.85734,5.23747
1361,13.61000,11.94902,17.86928,5.24417
1362,13.62000,11.96018,17.88123,5.25088
1363,13.63000,11.97136,17.89320,5.25759
1364,13.64000,11.98254,17.90518,5.26430
1365,13.65000,11.99373,17.91716,5.27102
1366,13.66000,12.00493,17.92916,5.27775
1367,13.67000,12.01614,17.94117,5.28448
1368,13.68000,12.02735,17.95320,5.29121
1369,13.69000,12.03857,17.96523,5.29795
1370,13.70000,12.04980,17.97727,5.30469
1371,13.71000,12.06104,17.98933,5.31144
1372,13.72000,12.07228,18.00140,5.31819
1373,13.73000,12.08353,18.01347,5.32495
1374,13.74000,12.09479,18.02556,5.33171
1375,13.75000,12.10605,18.03766,5.33847
1376,13.76000,12.11733,18.04977,5.34524
1377,13.77000,12.12861,18.06190,5.35202
1378,13.78000,12.13990,18.07403,5.35880
1379,13.79000,12.15120,18.08618,5.36558
1380,13.80000,12.16250,18.09833,5.37237
1381,13.81000,12.17381,18.11050,5.37916
1382,13.82000,12.18513,18.12268,5.38596
1383,13.83000,12.19646,18.13487,5.39276
1384,13.84000,12.20779,18.14707,5.39957
1385,13.85000,12.21914,18.15929,5.40638
1386,13.86000,12.23049,18.17151,5.41319
1387,13.87000,12.24185,18.18375,5.42001
1388,13.88000,12.25321,18.19600,5.42683
1389,13.89000,12.26458,18.20826,5.43366
1390,13.90000,12.27597,18.22053,5.44050
1391,13.91000,12.28735,18.23281,5.44733
1392,13.92000,12.29875,18.24510,5.45418
1393,13.93000,12.31016,18.25741,5.46102
1394,13.94000,12.32157,18.26972,5.46787
1395,13.95000,12.33299,18.28205,5.47473
1396,13.96000,12.34442,18.29439,5.48159
1397,13.97000,12.35585,18.30674,5.48846
1398,13.98000,12.36729,18.31910,5.49533
1399,13.99000,12.37875,18.33147,5.50220
1400,14.00000,12.39020,18.34386,5.50908
1401,14.01000,12.40167,18.35625,5.51596
1402,14.02000,12.41315,18.36866,5.52285
1403,14.03000,12.42463,18.38108,5.52974
1404,14.04000,12.43612,18.39351,5.53664
1405,14.05000,12.44762,18.40595,5.54354
1406,14.06000,12.45912,18.41840,5.55045
1407,14.07000,12.47064,18.43087,5.55736
1408,14.08000,12.48216,18.44335,5.56427
1409,14.09000,12.49369,18.45583,5.57120
1410,14.10000,12.50522,18.46833,5.57812
1411,14.11000,12.51677,18.48084,5.58505
1412,14.12000,12.52832,18.49337,5.59198
1413,14.13000,12.53988,18.50590,5.59892
1414,14.14000,12.55145,18.51845,5.60587
1415,14.15000,12.56303,18.53100,5.61281
1416,14.16000,12.57461,18.54357,5.61977
1417,14.17000,12.58621,18.55615,5.62672
1418,14.18000,12.59781,18.56874,5.63368
1419,14.19000,12.60941,18.58135,5.64065
1420,14.20000,12.62103,18.59396,5.64762
1421,14.21000,12.63266,18.60659,5.65460
1422,14.22000,12.64429,18.61923,5.66158
1423,14.23000,12.65593,18.63188,5.66856
1424,14.24000,12.66758,18.64454,5.67555
1425,14.25000,12.67923,18.65721,5.68255
1426,14.26000,12.69090,18.66990,5.68955
1427,14.27000,12.70257,18.68260,5.69655
1428,14.28000,12.71425,18.69530,5.70356
1429,14.29000,12.72594,18.70802,5.71057
1430,14.30000,12.73764,18.72076,5.71759
1431,14.31000,12.74934,18.73350,5.72461
1432,14.32000,12.76105,18.74625,5.73164
1433,14.33000,12.77278,18.75902,5.73867
1434,14.34000,12.78450,18.77180,5.74571
1435,14.35000,12.79624,18.78459,5.75275
1436,14.36000,12.80799,18.79739,5.75979
1437,14.37000,12.81974,18.81021,5.76684
1438,14.38000,12.83150,18.82303,5.77390
1439,14.39000,12.84327,18.83587,5.78096
1440,14.40000,12.85505,18.84872,5.78802
1441,14.41000,12.86683,18.86158,5.79509
1442,14.42000,12.87863,18.87445,5.80217
1443,14.43000,12.89043,18.88734,5.80925
1444,14.44000,12.90224,18.90023,5.81633
1445,14.45000,12.91406,18.91314,5.82342
1446,14.46000,12.92589,18.92606,5.83051
1447,14.47000,12.93772,18.93899,5.83761
1448,14.48000,12.94956,18.95194,5.84471
1449,14.49000,12.96141,18.96489,5.85182
1450,14.50000,12.97327,18.97786,5.85893
1451,14.51000,12.98514,18.99084,5.86605
1452,14.52000,12.99702,19.00383,5.87317
1453,14.53000,13.00890,19.01683,5.88030
1454,14.54000,13.02079,19.02985,5.88743
1455,14.55000,13.03269,19.04287,5.89456
1456,14.56000,13.04460,19.05591,5.90170
1457,14.57000,13.05652,19.06896,5.90885
1458,14.58000,13.06845,19.08203,5.91600
1459,14.59000,13.08038,19.09510,5.92315
1460,14.60000,13.09232,19.10819,5.93031
1461,14.61000,13.10427,19.12129,5.93748
1462,14.62000,13.11623,19.13440,5.94465
1463,14.63000,13.12820,19.14752,5.95182
1464,14.64000,13.14017,19.16065,5.95900
1465,14.65000,13.15216,19.17380,5.96618
1466,14.66000,13.16415,19.18696,5.97337
1467,14.67000,13.17615,19.20013,5.98056
1468,14.68000,13.18816,19.21331,5.98776
1469,14.69000,13.20017,19.22650,5.99496
1470,14.70000,13.21220,19.23971,6.00217
1471,14.71000,13.22423,19.25293,6.00938
1472,14.72000,13.23628,19.26616,6.01660
1473,14.73000,13.24833,19.27940,6.02382
1474,14.74000,13.26039,19.29265,6.03105
1475,14.75000,13.27245,19.30592,6.03828
1476,14.76000,13.28453,19.31920,6.04552
1477,14.77000,13.29661,19.33249,6.05276
1478,14.78000,13.30871,19.34579,6.06001
1479,14.79000,13.32081,19.35911,6.06726
1480,14.80000,13.33292,19.37243,6.07451
1481,14.81000,13.34504,19.38577,6.08177
1482,14.82000,13.35716,19.39912,6.08904
1483,14.83000,13.36930,19.41249,6.09631
1484,14.84000,13.38144,19.42586,6.10359
1485,14.85000,13.39359,19.43925,6.11087
1486,14.86000,13.40576,19.45265,6.11815
1487,14.87000,13.41792,19.46606,6.12544
1488,14.88000,13.43010,19.47949,6.13274
1489,14.89000,13.44229,19.49292,6.14004
1490,14.90000,13.45448,19.50637,6.14734
1491,14.91000,13.46669,19.51983,6.15465
1492,14.92000,13.47890,19.53330,6.16197
1493,14.93000,13.49112,19.54679,6.16928
1494,14.94000,13.50335,19.56029,6.17661
1495,14.95000,13.51559,19.57380,6.18394
1496,14.96000,13.52783,19.58732,6.19127
1497,14.97000,13.54009,19.60085,6.19861
1498,14.98000,13.55235,19.61440,6.20596
1499,14.99000,13.56462,19.62796,6.21330
1500,15.00000,13.57691,19.64153,6.22066
1501,15.01000,13.58920,19.65511,6.22802
1502,15.02000,13.60149,19.66870,6.23538
1503,15.03000,13.61380,19.68231,6.24275
1504,15.04000,13.62612,19.69593,6.25012
1505,15.05000,13.63844,19.70956,6.25750
1506,15.06000,13.65077,19.72321,6.26488
1507,15.07000,13.66311,19.73687,6.27227
1508,15.08000,13.67547,19.75054,6.27967
1509,15.09000,13.68782,19.76422,6.28706
1510,15.10000,13.70019,19.77791,6.29447
1511,15.11000,13.71257,19.79162,6.30188
1512,15.12000,13.72495,19.80534,6.30929
1513,15.13000,13.73735,19.81907,6.31671
1514,15.14000,13.74975,19.83281,6.32413
1515,15.15000,13.76216,19.84657,6.33156
1516,15.16000,13.77458,19.86034,6.33899
1517,15.17000,13.78701,19.87412,6.34643
1518,15.18000,13.79945,19.88791,6.35387
1519,15.19000,13.81190,19.90171,6.36132
1520,15.20000,13.82435,19.91553,6.36877
1521,15.21000,13.83682,19.92936,6.37623
1522,15.22000,13.84929,19.94321,6.38369
1523,15.23000,13.86177,19.95706,6.39116
1524,15.24000,13.87426,19.97093,6.39864
1525,15.25000,13.88676,19.98481,6.40611
1526,15.26000,13.89927,19.99870,6.41360
1527,15.27000,13.91179,20.01261,6.42109
1528,15.28000,13.92431,20.02653,6.42858
1529,15.29000,13.93685,20.04046,6.43608
1530,15.30000,13.94939,20.05440,6.44358
1531,15.31000,13.96195,20.06836,6.45109
1532,15.32000,13.97451,20.08232,6.45860
1533,15.33000,13.98708,20.09631,6.46612
1534,15.34000,13.99966,20.11030,6.47364
1535,15.35000,14.01225,20.12430,6.48117
1536,15.36000,14.02485,20.13832,6.48871
1537,15.37000,14.03745,20.15235,6.49624
1538,15.38000,14.05007,20.16640,6.50379
1539,15.39000,14.06269,20.18045,6.51134
1540,15.40000,14.07533,20.19452,6.51889
1541,15.41000,14.08797,20.20861,6.52645
1542,15.42000,14.10062,20.22270,6.53401
1543,15.43000,14.11328,20.23681,6.54158
1544,15.44000,14.12595,20.25093,6.54916
1545,15.45000,14.13863,20.26506,6.55674
1546,15.46000,14.15132,20.27920,6.56432
1547,15.47000,14.16401,20.29336,6.57191
1548,15.48000,14.17672,20.30753,6.57951
1549,15.49000,14.18943,20.32171,6.58711
1550,15.50000,14.20216,20.33591,6.59471
1551,15.51000,14.21489,20.35012,6.60232
1552,15.52000,14.22763,20.36434,6.60994
1553,15.53000,14.24038,20.37857,6.61756
1554,15.54000,14.25315,20.39282,6.62518
1555,15.55000,14.26591,20.40708,6.63281
1556,15.56000,14.27869,20.42135,6.64045
1557,15.57000,14.29148,20.43564,6.64809
1558,15.58000,14.30428,20.44994,6.65573
1559,15.59000,14.31708,20.46425,6.66339
1560,15.60000,14.32990,20.47857,6.67104
1561,15.61000,14.34272,20.49291,6.67870
1562,15.62000,14.35556,20.50726,6.68637
1563,15.63000,14.36840,20.52162,6.69404
1564,15.64000,14.38125,20.53599,6.70172
1565,15.65000,14.39411,20.55038,6.70940
1566,15.66000,14.40698,20.56478,6.71709
1567,15.67000,14.41986,20.57919,6.72478
1568,15.68000,14.43275,20.59362,6.73248
1569,15.69000,14.44565,20.60806,6.74018
1570,15.70000,14.45856,20.62251,6.74789
1571,15.71000,14.47147,20.63698,6.75560
1572,15.72000,14.48440,20.65145,6.76332
1573,15.73000,14.49733,20.66595,6.77104
1574,15.74000,14.51028,20.68045,6.77877
1575,15.75000,14.52323,20.69497,6.78651
1576,15.76000,14.53619,20.70950,6.79425
1577,15.77000,14.54917,20.72404,6.80199
1578,15.78000,14.56215,20.73859,6.80974
1579,15.79000,14.57514,20.75316,6.81750
1580,15.80000,14.58814,20.76774,6.82526
1581,15.81000,14.60115,20.78234,6.83302
1582,15.82000,14.61417,20.79695,6.84079
1583,15.83000,14.62720,20.81157,6.84857
1584,15.84000,14.64023,20.82620,6.85635
1585,15.85000,14.65328,20.84085,6.86414
1586,15.86000,14.66634,20.85551,6.87193
1587,15.87000,14.67940,20.87018,6.87973
1588,15.88000,14.69248,20.88487,6.88753
1589,15.89000,14.70556,20.89957,6.89534
1590,15.90000,14.71866,20.91428,6.90315
1591,15.91000,14.73176,20.92900,6.91097
1592,15.92000,14.74487,20.94374,6.91879
1593,15.93000,14.75799,20.95849,6.92662
1594,15.94000,14.77113,20.97326,6.93445
1595,15.95000,14.78427,20.98803,6.94229
1596,15.96000,14.79742,21.00283,6.95014
1597,15.97000,14.81058,21.01763,6.95799
1598,15.98000,14.82375,21.03245,6.96584
1599,15.99000,14.83693,21.04728,6.97370
1600,16.00000,14.85012,21.06212,6.98157
1601,16.01000,14.86332,21.07698,6.98944
1602,16.02000,14.87652,21.09185,6.99732
1603,16.03000,14.88974,21.10673,7.00520
1604,16.04000,14.90297,21.12163,7.01308
1605,16.05000,14.91620,21.13654,7.02098
1606,16.06000,14.92945,21.15146,7.02888
1607,16.07000,14.94271,21.16640,7.03678
1608,16.08000,14.95597,21.18134,7.04469
1609,16.09000,14.96925,21.19631,7.05260
1610,16.10000,14.98253,21.21128,7.06052
1611,16.11000,14.99582,21.22627,7.06844
1612,16.12000,15.00913,21.24127,7.07638
1613,16.13000,15.02244,21.25629,7.08431
1614,16.14000,15.03576,21.27132,7.09225
1615,16.15000,15.04910,21.28636,7.10020
1616,16.16000,15.06244,21.30142,7.10815
1617,16.17000,15.07579,21.31649,7.11611
1618,16.18000,15.08915,21.33157,7.12407
1619,16.19000,15.10252,21.34667,7.13204
1620,16.20000,15.11591,21.36177,7.14001
1621,16.21000,15.12930,21.37690,7.14799
1622,16.22000,15.14270,21.39203,7.15597
1623,16.23000,15.15611,21.40718,7.16396
1624,16.24000,15.16953,21.42235,7.17196
1625,16.25000,15.18296,21.43752,7.17996
1626,16.26000,15.19640,21.45271,7.18796
1627,16.27000,15.20984,21.46791,7.19597
1628,16.28000,15.22330,21.48313,7.20399
1629,16.29000,15.23677,21.49836,7.21201
1630,16.30000,15.25025,21.51360,7.22004
1631,16.31000,15.26374,21.52886,7.22807
1632,16.32000,15.27724,21.54413,7.23611
1633,16.33000,15.29075,21.55942,7.24415
1634,16.34000,15.30426,21.57471,7.25220
1635,16.35000,15.31779,21.59002,7.26026
1636,16.36000,15.33133,21.60535,7.26832
1637,16.37000,15.34488,21.62069,7.27638
1638,16.38000,15.35843,21.63604,7.28446
1639,16.39000,15.37200,21.65140,7.29253
1640,16.40000,15.38558,21.66678,7.30062
1641,16.41000,15.39916,21.68217,7.30870
1642,16.42000,15.41276,21.69758,7.31680
1643,16.43000,15.42637,21.71300,7.32489
1644,16.44000,15.43998,21.72843,7.33300
1645,16.45000,15.45361,21.74388,7.34111
1646,16.46000,15.46725,21.75934,7.34922
1647,16.47000,15.48089,21.77481,7.35734
1648,16.48000,15.49455,21.79030,7.36547
1649,16.49000,15.50821,21.80580,7.37360
1650,16.50000,15.52189,21.82132,7.38174
1651,16.51000,15.53558,21.83685,7.38988
1652,16.52000,15.54927,21.85239,7.39803
1653,16.53000,15.56298,21.86795,7.40619
1654,16.54000,15.57670,21.88352,7.41435
1655,16.55000,15.59042,21.89910,7.42251
1656,16.56000,15.60416,21.91470,7.43068
1657,16.57000,15.61790,21.93031,7.43886
1658,16.58000,15.63166,21.94593,7.44704
1659,16.59000,15.64543,21.96157,7.45523
1660,16.60000,15.65920,21.97722,7.46342
1661,16.61000,15.67299,21.99289,7.47162
1662,16.62000,15.68679,22.00857,7.47982
1663,16.63000,15.70059,22.02426,7.48803
1664,16.64000,15.71441,22.03997,7.49625
1665,16.65000,15.72824,22.05569,7.50447
1666,16.66000,15.74207,22.07143,7.51270
1667,16.67000,15.75592,22.08718,7.52093
1668,16.68000,15.76978,22.10294,7.52917
1669,16.69000,15.78364,22.11872,7.53741
1670,16.70000,15.79752,22.13451,7.54566
1671,16.71000,15.81141,22.15031,7.55391
1672,16.72000,15.82531,22.16613,7.56217
1673,16.73000,15.83922,22.18196,7.57044
1674,16.74000,15.85313,22.19781,7.57871
1675,16.75000,15.86706,22.21367,7.58699
1676,16.76000,15.88100,22.22954,7.59527
1677,16.77000,15.89495,22.24543,7.60356
1678,16.78000,15.90891,22.26133,7.61185
1679,16.79000,15.92288,22.27725,7.62015
1680,16.80000,15.93686,22.29318,7.62846
1681,16.81000,15.95085,22.30912,7.63677
1682,16.82000,15.96485,22.32508,7.64509
1683,16.83000,15.97886,22.34105,7.65341
1684,16.84000,15.99288,22.35704,7.66174
1685,16.85000,16.00691,22.37304,7.67007
1686,16.86000,16.02095,22.38905,7.67841
1687,16.87000,16.03500,22.40508,7.68676
1688,16.88000,16.04907,22.42112,7.69511
1689,16.89000,16.06314,22.43718,7.70346
1690,16.90000,16.07722,22.45325,7.71183
1691,16.91000,16.09131,22.46933,7.72020
1692,16.92000,16.10542,22.48543,7.72857
1693,16.93000,16.11953,22.50154,7.73695
1694,16.94000,16.13366,22.51767,7.74533
1695,16.95000,16.14779,22.53381,7.75373
1696,16.96000,16.16194,22.54996,7.76212
1697,16.97000,16.17609,22.56613,7.77053
1698,16.98000,16.19026,22.58232,7.77893
1699,16.99000,16.20443,22.59851,7.78735
1700,17.00000,16.21862,22.61473,7.79577
1701,17.01000,16.23282,22.63095,7.80419
1702,17.02000,16.24702,22.64719,7.81263
1703,17.03000,16.26124,22.66345,7.82106
1704,17.04000,16.27547,22.67971,7.82951
1705,17.05000,16.28971,22.69600,7.83795
1706,17.06000,16.30396,22.71229,7.84641
1707,17.07000,16.31822,22.72860,7.85487
1708,17.08000,16.33249,22.74493,7.86334
1709,17.09000,16.34677,22.76127,7.87181
1710,17.10000,16.36106,22.77762,7.88029
1711,17.11000,16.37536,22.79399,7.88877
1712,17.12000,16.38968,22.81037,7.89726
1713,17.13000,16.40400,22.82677,7.90575
1714,17.14000,16.41833,22.84318,7.91426
1715,17.15000,16.43268,22.85961,7.92276
1716,17.16000,16.44703,22.87605,7.93128
1717,17.17000,16.46140,22.89250,7.93979
1718,17.18000,16.47577,22.90897,7.94832
1719,17.19000,16.49016,22.92545,7.95685
1720,17.20000,16.50456,22.94195,7.96538
1721,17.21000,16.51897,22.95846,7.97393
1722,17.22000,16.53339,22.97499,7.98248
1723,17.23000,16.54782,22.99153,7.99103
1724,17.24000,16.56226,23.00808,7.99959
1725,17.25000,16.57671,23.02465,8.00815
1726,17.26000,16.59117,23.04124,8.01673
1727,17.27000,16.60564,23.05784,8.02530
1728,17.28000,16.62012,23.07445,8.03389
1729,17.29000,16.63462,23.09108,8.04248
1730,17.30000,16.64912,23.10772,8.05107
1731,17.31000,16.66364,23.12437,8.05967
1732,17.32000,16.67816,23.14104,8.06828
1733,17.33000,16.69270,23.15773,8.07689
1734,17.34000,16.70725,23.17443,8.08551
1735,17.35000,16.72180,23.19114,8.09413
1736,17.36000,16.73637,23.20787,8.10277
1737,17.37000,16.75095,23.22462,8.11140
1738,17.38000,16.76554,23.24138,8.12004
1739,17.39000,16.78014,23.25815,8.12869
1740,17.40000,16.79476,23.27494,8.13735
1741,17.41000,16.80938,23.29174,8.14601
1742,17.42000,16.82401,23.30855,8.15467
1743,17.43000,16.83866,23.32539,8.16335
1744,17.44000,16.85331,23.34223,8.17202
1745,17.45000,16.86798,23.35909,8.18071
1746,17.46000,16.88266,23.37597,8.18940
1747,17.47000,16.89734,23.39286,8.19810
1748,17.48000,16.91204,23.40976,8.20680
1749,17.49000,16.92675,23.42668,8.21551
1750,17.50000,16.94147,23.44362,8.22422
1751,17.51000,16.95621,23.46057,8.23294
1752,17.52000,16.97095,23.47753,8.24167
1753,17.53000,16.98570,23.49451,8.25040
1754,17.54000,17.00047,23.51150,8.25914
1755,17.55000,17.01524,23.52851,8.26788
1756,17.56000,17.03003,23.54553,8.27663
1757,17.57000,17.04483,23.56257,8.28539
1758,17.58000,17.05964,23.57962,8.29415
1759,17.59000,17.07446,23.59669,8.30292
1760,17.60000,17.08929,23.61377,8.31169
1761,17.61000,17.10413,23.63087,8.32047
1762,17.62000,17.11898,23.64798,8.32926
1763,17.63000,17.13384,23.66510,8.33805
1764,17.64000,17.14872,23.68225,8.34685
1765,17.65000,17.16361,23.69940,8.35566
1766,17.66000,17.17850,23.71657,8.36447
1767,17.67000,17.19341,23.73376,8.37329
1768,17.68000,17.20833,23.75096,8.38211
1769,17.69000,17.22326,23.76818,8.39094
1770,17.70000,17.23820,23.78541,8.39977
1771,17.71000,17.25315,23.80265,8.40862
1772,17.72000,17.26812,23.81991,8.41746
1773,17.73000,17.28309,23.83719,8.42632
1774,17.74000,17.29808,23.85448,8.43518
1775,17.75000,17.31308,23.87178,8.44404
1776,17.76000,17.32808,23.88910,8.45291
1777,17.77000,17.34310,23.90644,8.46179
1778,17.78000,17.35813,23.92379,8.47068
1779,17.79000,17.37318,23.94116,8.47957
1780,17.80000,17.38823,23.95854,8.48846
1781,17.81000,17.40329,23.97593,8.49737
1782,17.82000,17.41837,23.99334,8.50628
1783,17.83000,17.43346,24.01077,8.51519
1784,17.84000,17.44855,24.02821,8.52411
1785,17.85000,17.46366,24.04567,8.53304
1786,17.86000,17.47878,24.06314,8.54197
1787,17.87000,17.49392,24.08062,8.55091
1788,17.88000,17.50906,24.09813,8.55986
1789,17.89000,17.52421,24.11564,8.56881
1790,17.90000,17.53938,24.13317,8.57777
1791,17.91000,17.55456,24.15072,8.58674
1792,17.92000,17.56975,24.16828,8.59571
1793,17.93000,17.58495,24.18586,8.60468
1794,17.94000,17.60016,24.20345,8.61367
1795,17.95000,17.61538,24.22106,8.62266
1796,17.96000,17.63061,24.23868,8.63165
1797,17.97000,17.64586,24.25632,8.64065
1798,17.98000,17.66112,24.27398,8.64966
1799,17.99000,17.67638,24.29164,8.65868
1800,18.00000,17.69166,24.30933,8.66770
1801,18.01000,17.70695,24.32703,8.67673
1802,18.02000,17.72226,24.34474,8.68576
1803,18.03000,17.73757,24.36247,8.69480
1804,18.04000,17.75290,24.38022,8.70384
1805,18.05000,17.76823,24.39798,8.71290
1806,18.06000,17.78358,24.41575,8.72196
1807,18.07000,17.79894,24.43355,8.73102
1808,18.08000,17.81431,24.45135,8.74009
1809,18.09000,17.82970,24.46917,8.74917
1810,18.10000,17.84509,24.48701,8.75825
1811,18.11000,17.86050,24.50486,8.76734
1812,18.12000,17.87591,24.52273,8.77644
1813,18.13000,17.89134,24.54062,8.78554
1814,18.14000,17.90678,24.55851,8.79465
1815,18.15000,17.92224,24.57643,8.80377
1816,18.16000,17.93770,24.59436,8.81289
1817,18.17000,17.95317,24.61230,8.82201
1818,18.18000,17.96866,24.63027,8.83115
1819,18.19000,17.98416,24.64824,8.84029
1820,18.20000,17.99967,24.66623,8.84944
1821,18.21000,18.01519,24.68424,8.85859
1822,18.22000,18.03073,24.70226,8.86775
1823,18.23000,18.04627,24.72030,8.87692
1824,18.24000,18.06183,24.73836,8.88609
1825,18.25000,18.07740,24.75643,8.89527
1826,18.26000,18.09298,24.77451,8.90445
1827,18.27000,18.10857,24.79261,8.91364
1828,18.28000,18.12417,24.81073,8.92284
1829,18.29000,18.13979,24.82886,8.93205
1830,18.30000,18.15541,24.84701,8.94126
1831,18.31000,18.17105,24.86517,8.95048
1832,18.32000,18.18670,24.88335,8.95970
1833,18.33000,18.20237,24.90155,8.96893
1834,18.34000,18.21804,24.91976,8.97817
1835,18.35000,18.23373,24.93798,8.98741
1836,18.36000,18.24942,24.95622,8.99666
1837,18.37000,18.26513,24.97448,9.00592
1838,18.38000,18.28085,24.99275,9.01518
1839,18.39000,18.29659,25.01104,9.02445
1840,18.40000,18.31233,25.02935,9.03372
1841,18.41000,18.32809,25.04767,9.04300
1842,18.42000,18.34386,25.06600,9.05229
1843,18.43000,18.35964,25.08435,9.06159
1844,18.44000,18.37543,25.10272,9.07089
1845,18.45000,18.39123,25.12111,9.08020
1846,18.46000,18.40705,25.13950,9.08951
1847,18.47000,18.42288,25.15792,9.09883
1848,18.48000,18.43872,25.17635,9.10816
1849,18.49000,18.45457,25.19480,9.11749
1850,18.50000,18.47043,25.21326,9.12683
1851,18.51000,18.48631,25.23174,9.13618
1852,18.52000,18.50220,25.25023,9.14553
1853,18.53000,18.51810,25.26874,9.15489
1854,18.54000,18.53401,25.28727,9.16426
1855,18.55000,18.54993,25.30581,9.17363
1856,18.56000,18.56587,25.32437,9.18301
1857,18.57000,18.58181,25.34294,9.19240
1858,18.58000,18.59777,25.36153,9.20179
1859,18.59000,18.61374,25.38014,9.21119
1860,18.60000,18.62973,25.39876,9.22060
1861,18.61000,18.64572,25.41740,9.23001
1862,18.62000,18.66173,25.43605,9.23943
1863,18.63000,18.67775,25.45472,9.24885
1864,18.64000,18.69378,25.47341,9.25828
1865,18.65000,18.70983,25.49211,9.26772
1866,18.66000,18.72588,25.51083,9.27717
1867,18.67000,18.74195,25.52956,9.28662
1868,18.68000,18.75803,25.54831,9.29608
1869,18.69000,18.77412,25.56708,9.30554
1870,18.70000,18.79023,25.58586,9.31502
1871,18.71000,18.80635,25.60466,9.32450
1872,18.72000,18.82247,25.62347,9.33398
1873,18.73000,18.83861,25.64230,9.34347
1874,18.74000,18.85477,25.66115,9.35297
1875,18.75000,18.87093,25.68001,9.36248
1876,18.76000,18.88711,25.69889,9.37199
1877,18.77000,18.90330,25.71778,9.38151
1878,18.78000,18.91950,25.73670,9.39103
1879,18.79000,18.93572,25.75562,9.40056
1880,18.80000,18.95194,25.77457,9.41010
1881,18.81000,18.96818,25.79353,9.41965
1882,18.82000,18.98443,25.81250,9.42920
1883,18.83000,19.00070,25.83150,9.43876
1884,18.84000,19.01697,25.85051,9.44832
1885,18.85000,19.03326,25.86953,9.45789
1886,18.86000,19.04956,25.88857,9.46747
1887,18.87000,19.06587,25.90763,9.47706
